"","Player.Code","Team.Code","Last.Name","First.Name","Class","Position","Rush.Att","Rush.Yard","Rush.TD","Pass.Att","Pass.Yard","Pass.TD","Pass.Int","Pass.Comp","Rec.Yards","Rec.TD","Rec"
"176",63221,30,"Dejohnette","Levi","SO","WR",2,11,0,0,0,0,0,0,554,1,43
"177",81729,30,"Easley","Chris","SO","RB",32,187,1,0,0,0,0,0,13,0,2
"179",43959,30,"Hampton","Ed","SR","WR",0,0,0,0,0,0,0,0,27,1,3
"181",72763,30,"Hewitt","Travis","FR","QB",6,10,0,8,50,1,0,3,0,0,0
"182",63227,30,"Higgins","Patrick","SO","WR",0,0,0,0,0,0,0,0,358,2,28
"183",81732,30,"Hoeflinger","Jon","JR","RB",0,0,0,0,0,0,0,0,0,0,0
"184",72760,30,"Hollins","Devin","SR","QB",6,14,0,9,21,0,0,3,0,0,0
"185",72764,30,"James","Chris","FR","RB",4,37,1,0,0,0,0,0,0,0,0
"186",81734,30,"Johnson","David","FR","TE",0,0,0,0,0,0,0,0,0,0,0
"187",81735,30,"Johnson","Jeff","JR","WR",0,0,0,0,0,0,0,0,8,0,2
"188",72787,30,"Jones","Kevin","FR","WR",7,47,1,0,0,0,0,0,161,0,8
"194",72788,30,"Miller","Chris","SO","WR",0,0,0,0,0,0,0,0,101,0,5
"196",63242,30,"Noce","Nick","SR","QB",125,236,5,282,2052,12,10,156,0,0,0
"198",63240,30,"O'Neal","Oren","SR","RB",13,34,2,0,0,0,0,0,47,1,4
"199",72786,30,"Sinclair","Jahlamb","JR","WR",0,0,0,0,0,0,0,0,34,0,2
"200",81769,30,"Slaughter","Justin","SR","RB",0,0,0,0,0,0,0,0,0,0,0
"201",72789,30,"Smith","Joe","SO","WR",0,0,0,0,0,0,0,0,326,4,18
"202",56026,30,"Vincent","Gary","JR","WR",1,6,0,0,0,0,0,0,186,1,16
"203",43936,30,"Warren","Antonio","SR","RB",173,1066,6,0,0,0,0,0,49,0,7
"208",87297,31,"Dick","Casey","FR","QB",14,-93,0,99,584,7,4,53,-7,0,1
"209",45601,31,"Dickerson","Kyle","SR","RB",18,93,0,0,0,0,0,0,8,0,1
"210",85026,31,"Fish","Reggie","FR","WR",1,7,0,0,0,0,0,0,5,0,1
"211",45603,31,"Hicks","Jared","SR","TE",0,0,0,0,0,0,0,0,18,0,3
"212",72814,31,"Hillis","Peyton","SO","RB",65,315,3,1,0,0,0,0,402,4,38
"213",45605,31,"Howard","De'Arrius","SR","RB",63,328,2,0,0,0,0,0,0,0,0
"214",72816,31,"Jackson","Farod","SO","RB",0,0,0,0,0,0,0,0,0,0,0
"215",72821,31,"Johnson","Robert","SO","QB",37,20,0,158,876,5,6,89,0,0,1
"216",45611,31,"Kennedy","Brandon","SR","RB",0,0,0,0,0,0,0,0,9,0,2
"217",72824,31,"Logan","Cedric","SO","WR",0,0,0,0,0,0,0,0,65,1,6
"218",72831,31,"Monk","Marcus","SO","WR",0,0,0,1,0,0,0,0,476,7,35
"219",72833,31,"Mortensen","Alex","SO","QB",2,-17,0,17,63,1,2,6,0,0,0
"221",56419,31,"Poole","Dedrick","JR","RB",3,5,0,0,0,0,0,0,35,0,7
"223",45623,31,"Robinson","Lerinezo","SR","WR",0,0,0,0,0,0,0,0,0,0,0
"226",72848,31,"Templeton","Mason","SO","TE",0,0,0,0,0,0,0,0,33,0,3
"229",56255,31,"Washington","Cedric","JR","WR",0,0,0,1,45,0,0,1,365,1,27
"230",72853,31,"Winston","Marc","FR","TE",0,0,0,0,0,0,0,0,3,0,2
"232",45632,37,"Aromashodu","Devin","SR","WR",0,0,0,0,0,0,0,0,494,4,26
"233",64606,37,"Bennett","Cole","JR","TE",0,0,0,0,0,0,0,0,107,2,9
"236",45641,37,"Cox","Brandon","SO","QB",44,-125,0,306,2324,15,8,177,0,0,0
"237",81776,37,"Dunn","Robert","FR","WR",0,0,0,0,0,0,0,0,29,0,2
"238",72872,37,"Field","Blake","FR","QB",5,3,0,31,237,3,0,17,0,0,0
"239",81779,37,"Gowland","Stephen","FR","RB",0,0,0,0,0,0,0,0,0,0,0
"240",45652,37,"Guess","Lee","JR","WR",0,0,0,0,0,0,0,0,52,1,3
"242",81784,37,"Irons","Kenny","JR","RB",256,1293,13,0,0,0,0,0,164,0,14
"243",72883,37,"Lester","Brad","FR","RB",52,339,5,0,0,0,0,0,52,1,3
"246",45661,37,"Mix","Anthony","SR","WR",0,0,0,0,0,0,0,0,288,2,23
"248",45665,37,"Obomanu","Ben","SR","WR",7,147,2,0,0,0,0,0,357,5,33
"251",81792,37,"Rodriguez","Prechae","SO","WR",2,17,1,0,0,0,0,0,240,1,13
"252",45674,37,"Slaughter","Jake","SR","RB",0,0,0,0,0,0,0,0,48,0,5
"253",81794,37,"Smith","Rodgeriqus","FR","WR",1,8,0,0,0,0,0,0,109,0,6
"254",45675,37,"Smith","Tre","JR","RB",56,285,3,0,0,0,0,0,105,1,9
"255",64624,37,"Stewart","Carl","SO","RB",42,151,2,0,0,0,0,0,60,0,6
"256",72893,37,"Swinton","James","FR","WR",0,0,0,0,0,0,0,0,11,0,1
"257",45677,37,"Taylor","Courtney","JR","WR",2,11,0,1,28,1,0,1,278,1,22
"261",45679,37,"Wallace","Cooper","SR","TE",0,0,0,0,0,0,0,0,195,1,20
"263",84290,47,"Bond","Jacolby","FR","RB",0,0,0,0,0,0,0,0,0,0,0
"264",45727,47,"Bostic","Larry","SR","RB",64,196,3,0,0,0,0,0,105,0,12
"266",84294,47,"Clancy","Chris","FR","RB",0,0,0,0,0,0,0,0,46,2,6
"267",84296,47,"Cornwell","Kyle","FR","TE",0,0,0,0,0,0,0,0,2,0,1
"268",69949,47,"Degage","Jovens","SO","RB",12,40,0,0,0,0,0,0,0,0,0
"269",69950,47,"Dunford","Dan","SO","WR",0,0,0,0,0,0,0,0,185,1,15
"271",84316,47,"Hawkins","Brian","JR","WR",0,0,0,0,0,0,0,0,72,0,11
"273",84299,47,"Hill","B.J.","FR","RB",82,420,2,1,0,0,0,0,123,0,18
"274",69937,47,"Hill","Darius","SO","TE",0,0,0,0,0,0,0,0,136,3,11
"275",69954,47,"Johnson","Louis","SO","WR",0,0,0,0,0,0,0,0,413,1,28
"276",87143,47,"Justice","Tanner","FR","QB",0,0,0,0,0,0,0,0,0,0,0
"278",84303,47,"Love","Dante","FR","QB",19,89,0,7,30,0,0,3,185,3,19
"279",45745,47,"Lynch","Joey","SR","QB",86,-128,0,314,1982,18,7,198,22,0,1
"280",69959,47,"Martin","Brenton","SR","RB",2,9,0,0,0,0,0,0,0,0,0
"282",59429,47,"Moss","Terry","JR","WR",1,2,0,0,0,0,0,0,420,4,36
"286",84309,47,"Rogers","DeAndrie","FR","WR",0,0,0,0,0,0,0,0,0,0,0
"287",59433,47,"Salyer","Brad","SR","RB",0,0,0,0,0,0,0,0,38,2,9
"288",59435,47,"Steinhaus","Michael","JR","TE",0,0,0,0,0,0,0,0,81,1,11
"289",69942,47,"Stinson","Cole","SO","QB",0,0,0,2,0,0,1,0,0,0,0
"290",69943,47,"Suess","Warren","SO","QB",0,0,0,13,67,0,0,6,0,0,0
"293",84312,47,"Wedlow","Nick","FR","RB",11,17,0,0,0,0,0,0,0,0,0
"294",59438,47,"Williamson","Bryan","JR","WR",0,0,0,0,0,0,0,0,24,0,3
"295",59450,47,"Wilson","Brad","SR","TE",0,0,0,0,0,0,0,0,0,0,0
"296",84320,47,"Wynn","Charles","SR","RB",127,533,3,1,0,0,0,0,227,1,26
"297",84376,51,"Adams","Jordan","SO","TE",0,0,0,0,0,0,0,0,49,0,4
"298",84377,51,"Baker","Mikail","FR","WR",0,0,0,0,0,0,0,0,158,1,8
"299",45762,51,"Bell","Shawn","JR","QB",39,-58,1,320,1964,12,6,190,0,0,0
"301",76375,51,"Dotson","Damon","JR","RB",0,0,0,0,0,0,0,0,25,0,2
"302",45767,51,"Fields","J","SR","WR",0,0,0,0,0,0,0,0,87,0,6
"304",30748,51,"Jeffrey","Ryan","SR","WR",0,0,0,0,0,0,0,0,0,0,0
"305",84361,51,"Jones","Jacoby","FR","RB",12,57,0,0,0,0,0,0,0,0,0
"306",58048,51,"Miller","Mike","JR","TE",0,0,0,0,0,0,0,0,2,0,1
"307",45771,51,"Mosley","Paul","JR","RB",180,657,7,0,0,0,0,0,90,2,12
"309",84353,51,"Nurudeen","Latif","FR","WR",0,0,0,0,0,0,0,0,0,0,0
"310",58050,51,"Parks","Terrance","SO","QB",28,-10,0,71,324,1,6,32,0,0,0
"311",76386,51,"Payne","Trey","SO","WR",0,0,0,0,0,0,0,0,35,0,6
"312",76404,51,"Price","Mario","JR","RB",6,34,0,0,0,0,0,0,0,0,0
"313",76388,51,"Rochon","Shaun","SR","WR",4,32,1,0,0,0,0,0,443,2,44
"314",45776,51,"Shelton","Trent","JR","WR",0,0,0,0,0,0,0,0,452,1,39
"315",84360,51,"Sims","Carl","FR","WR",5,25,0,0,0,0,0,0,72,1,9
"317",84378,51,"Smith","Jason","FR","TE",0,0,0,0,0,0,0,0,70,1,6
"319",84362,51,"Teasley","Queito","FR","WR",3,34,0,0,0,0,0,0,63,0,5
"320",85170,51,"Thompson","Joshua","FR","WR",0,0,0,0,0,0,0,0,0,0,0
"322",84369,51,"Vann","Keegan","JR","TE",0,0,0,0,0,0,0,0,19,0,2
"323",84358,51,"Whitaker","Brandon","SO","RB",101,481,1,0,0,0,0,0,160,0,30
"325",58069,51,"Zeigler","Dominique","JR","WR",0,0,0,0,0,0,0,0,563,5,48
"327",84449,66,"Bissell","Tanyon","FR","WR",0,0,0,0,0,0,0,0,20,1,2
"328",61204,66,"Blaser","Sherm","JR","TE",0,0,0,0,0,0,0,0,49,1,4
"330",61197,66,"Carpenter","Jeff","SR","RB",51,306,4,0,0,0,0,0,300,1,30
"331",61191,66,"Carter","Antwaun","SR","RB",100,440,10,0,0,0,0,0,0,0,0
"334",84446,66,"Clasen","Cole","SR","WR",6,38,0,0,0,0,0,0,297,1,20
"335",61211,66,"Denton","Brett","JR","RB",14,27,0,0,0,0,0,0,0,0,0
"336",76420,66,"Franklin","Toshi","FR","WR",0,0,0,0,0,0,0,0,0,0,0
"338",76423,66,"Hamdan","Bush","SO","QB",0,0,0,8,59,1,1,3,0,0,0
"339",84447,66,"Harris","Nick","FR","WR",0,0,0,0,0,0,0,0,13,0,1
"342",61218,66,"Hunter","Jared","JR","TE",0,0,0,0,0,0,0,0,31,0,2
"343",61219,66,"Hutchinson","Jovan","JR","WR",0,0,0,0,0,0,0,0,12,0,2
"344",61193,66,"James","Drisan","JR","WR",7,70,0,0,0,0,0,0,518,2,34
"345",76426,66,"Johnson","Ian","FR","RB",119,663,4,0,0,0,0,0,46,0,5
"346",45847,66,"Lau","Brad","JR","RB",2,3,0,0,0,0,0,0,29,1,3
"348",76429,66,"Lose","Michael","SO","RB",1,-2,0,0,0,0,0,0,0,0,0
"349",30874,66,"Marks","Lee","SR","RB",133,759,6,0,0,0,0,0,21,0,8
"351",61225,66,"Murray","Jason","SR","WR",1,-5,0,0,0,0,0,0,114,0,10
"352",61190,66,"Naanee","Legedu","JR","WR",4,25,0,0,0,0,0,0,483,6,34
"354",61227,66,"Putnam","Ryan","SO","TE",0,0,0,0,0,0,0,0,41,1,4
"355",84426,66,"Rabb","Jerard","JR","WR",0,0,0,0,0,0,0,0,572,5,38
"357",61228,66,"Schouman","Derek","JR","TE",0,0,0,0,0,0,0,0,177,1,17
"359",61195,66,"Tharp","Taylor","SO","QB",4,1,0,37,271,1,2,21,0,0,0
"361",45864,66,"Zabransky","Jared","JR","QB",107,262,11,342,2562,18,16,202,0,0,0
"362",45886,67,"Blackmon","Will","SR","WR",3,21,0,0,0,0,0,0,763,4,51
"363",30985,67,"Brochu","Francois","SR","TE",0,0,0,0,0,0,0,0,0,0,0
"365",57728,67,"Callender","Andre","SO","RB",142,708,3,0,0,0,0,0,141,0,22
"366",57729,67,"Challenger","Kevin","SO","WR",0,0,0,0,0,0,0,0,184,1,16
"367",69991,67,"Crane","Chris","FR","QB",1,8,0,4,42,0,0,3,0,0,0
"370",45872,67,"El Nokali","Karim","JR","QB",0,0,0,1,0,0,0,0,0,0,0
"371",45873,67,"Gonzalez","Tony","JR","WR",0,0,0,0,0,0,0,0,414,5,28
"374",56573,67,"Lester","Larry","SR","WR",0,0,0,0,0,0,0,0,392,2,37
"375",45874,67,"Lilly","Jason","JR","WR",0,0,0,0,0,0,0,0,162,0,11
"377",45875,67,"Lynch","Paddy","JR","RB",0,0,0,0,0,0,0,0,41,0,7
"379",30988,67,"Miller","Chris","SR","TE",0,0,0,0,0,0,0,0,229,4,25
"381",69997,67,"Palmer","Mark","JR","RB",0,0,0,0,0,0,0,0,40,0,8
"382",84452,67,"Porter","Quinton","SR","QB",31,9,0,214,1357,9,7,136,0,0,0
"383",69979,67,"Purvis","Ryan","SO","TE",0,0,0,0,0,0,0,0,12,0,6
"385",69982,67,"Robinson","Brandon","FR","WR",0,0,0,0,0,0,0,0,94,1,7
"386",45880,67,"Ross","Survival","JR","RB",15,71,2,0,0,0,0,0,19,0,1
"387",57746,67,"Ryan","Matt","SO","QB",37,94,5,195,1514,8,5,121,0,0,0
"388",45881,67,"Sele","Taylor","JR","WR",0,0,0,0,0,0,0,0,142,0,14
"391",57751,67,"Whitworth","L.V.","SO","RB",189,807,5,0,0,0,0,0,244,0,23
"396",76450,71,"Hood","Edwin","SO","RB",0,0,0,0,0,0,0,0,0,0,0
"398",45899,71,"Jacobs","Omar","JR","QB",40,62,1,321,2590,26,7,195,0,0,0
"399",31026,71,"Johnson","Van","JR","QB",1,-3,0,1,0,0,0,0,0,0,0
"400",31023,71,"Jones","Brandon","JR","WR",0,0,0,0,0,0,0,0,3,0,1
"402",31005,71,"Lane","B.J.","SR","RB",139,677,10,0,0,0,0,0,151,1,24
"403",31007,71,"Lett","Derrick","SR","WR",0,0,0,0,0,0,0,0,156,0,11
"407",59578,71,"O'Drobinak","Sean","JR","TE",0,0,0,0,0,0,0,0,103,4,9
"410",84651,71,"Parks","Marques","FR","WR",0,0,0,0,0,0,0,0,114,0,9
"411",84647,71,"Partridge","Corey","FR","WR",0,0,0,2,41,1,0,2,317,1,23
"412",59581,71,"Pope","P.J.","SR","RB",125,436,4,0,0,0,0,0,173,1,27
"413",86164,71,"Ruiz","Ruben","JR","TE",0,0,0,0,0,0,0,0,174,2,11
"414",31002,71,"Sanders","Steve","SR","WR",6,47,1,0,0,0,0,0,855,14,56
"415",31006,71,"Sharon","Charles","SR","WR",3,26,0,0,0,0,0,0,1028,6,74
"417",76460,71,"Turner","Anthony","SO","QB",53,170,3,85,492,2,4,52,0,0,0
"418",76458,71,"Winovich","Peter","SO","QB",0,0,0,0,0,0,0,0,0,0,0
"419",79664,77,"Allen","Matt","SO","WR",0,0,0,0,0,0,0,0,272,2,21
"420",79666,77,"Ashworth","Luke","FR","WR",0,0,0,0,0,0,0,0,90,0,6
"422",79667,77,"Beck","John","JR","QB",73,61,2,513,3709,27,13,331,3,0,1
"423",79661,77,"Berry","Matt","SR","QB",0,0,0,2,12,0,0,1,0,0,0
"424",79659,77,"Brown","Curtis","JR","RB",210,1123,14,0,0,0,0,0,454,2,53
"426",79676,77,"Coats","Daniel","JR","TE",0,0,0,0,0,0,0,0,189,3,21
"427",79739,77,"Collie","Zac","JR","WR",0,0,0,0,0,0,0,0,158,2,11
"428",79658,77,"Cooper","Brett","JR","WR",0,0,0,0,0,0,0,0,12,0,1
"431",79673,77,"Griffin","Joe","JR","WR",0,0,0,0,0,0,0,0,34,0,4
"434",79742,77,"Harline","Jonny","JR","TE",0,0,0,0,0,0,0,0,853,5,63
"436",79675,77,"Jones","Breyon","SR","WR",0,0,0,0,0,0,0,0,0,0,0
"438",79695,77,"Latu","Wayne","FR","RB",16,98,1,0,0,0,0,0,0,0,0
"439",79654,77,"Mahuika","Bryce","SO","WR",0,0,0,0,0,0,0,0,0,0,0
"441",79692,77,"Meikle","Nathan","JR","WR",7,39,1,0,0,0,0,0,292,0,36
"442",79657,77,"Morris","Michael","SR","WR",0,0,0,0,0,0,0,0,0,0,0
"443",79738,77,"Reed","Michael","FR","WR",0,0,0,0,0,0,0,0,236,1,18
"444",79686,77,"Semanoff","Joe","SO","RB",1,6,0,0,0,0,0,0,25,1,2
"446",79656,77,"Tahi","Naufahu","SR","RB",97,497,6,0,0,0,0,0,375,2,41
"447",79680,77,"Tonga","Manase","FR","RB",6,28,0,0,0,0,0,0,50,0,5
"448",70123,77,"Watkins","Todd","SR","WR",0,0,0,0,0,0,0,0,678,9,49
"453",46051,86,"Dawson","Dave","SR","WR",3,12,0,0,0,0,0,0,0,0,0
"454",78343,86,"Dyer","Derrick","SR","WR",0,0,0,0,0,0,0,0,276,1,26
"456",57106,86,"Green","Jeff","SO","WR",0,0,0,0,0,0,0,0,58,1,4
"457",78372,86,"Hamlin","Brett","FR","WR",2,-11,0,0,0,0,0,0,371,0,38
"460",78341,86,"Jackson","Ernest","FR","WR",0,0,0,0,0,0,0,0,89,0,7
"461",57114,86,"King","Steven","JR","RB",136,532,3,0,0,0,0,0,137,0,20
"463",57105,86,"Larmond","DeSean","SO","WR",0,0,0,0,0,0,0,0,21,0,3
"466",57129,86,"Moore","Chris","SO","QB",0,0,0,0,0,0,0,0,0,0,0
"467",78335,86,"Paoli","Tony","JR","QB",6,1,0,23,185,1,1,17,0,0,0
"468",46067,86,"Patterson","Jared","JR","RB",90,374,2,0,0,0,0,0,31,0,9
"470",78368,86,"Reid","Dwayne","FR","WR",0,0,0,0,0,0,0,0,8,0,1
"471",78334,86,"Rice","Gary","FR","WR",0,0,0,0,0,0,0,0,0,0,0
"472",46070,86,"Sampsel","Stewart","JR","QB",26,41,0,61,210,0,2,25,0,0,0
"473",64886,86,"Scott","Trevor","SO","TE",0,0,0,0,0,0,0,0,55,0,8
"475",46085,86,"Upshaw","Chad","JR","TE",0,0,0,0,0,0,0,0,359,3,37
"476",78370,86,"Wallace","Evan","JR","WR",3,16,0,0,0,0,0,0,357,2,25
"477",78352,86,"Warren","Philip","FR","RB",58,239,2,0,0,0,0,0,44,0,5
"478",46086,86,"Watson","Brian","JR","WR",0,0,0,0,0,0,0,0,63,0,7
"479",78338,86,"Willy","Drew","FR","QB",82,-32,0,246,1481,6,12,149,0,0,0
