"","Player.Code","Team.Code","Last.Name","First.Name","Class","Position","Rush.Att","Rush.Yard","Rush.TD","Pass.Att","Pass.Yard","Pass.TD","Pass.Int","Pass.Comp","Rec.Yards","Rec.TD","Rec"
"89",1030889,9,"Hrabowskie","Rickey","SR","WR",0,0,0,0,0,0,0,0,9,0,1
"96",1030900,9,"Nelson","Jamarcus","JR","WR",2,22,0,0,0,0,0,0,846,8,42
"97",1022919,9,"Perry","Jonathan","SR","QB",61,285,2,174,1379,10,6,92,0,0,0
"99",1030899,9,"Pruitt","Bud","SR","TE",0,0,0,0,0,0,0,0,19,0,1
"100",1038448,9,"Reaves","Darrin","JR","RB",201,928,12,0,0,0,0,0,294,2,29
"102",1030901,9,"Smith","Nolen","JR","TE",0,0,0,0,0,0,0,0,27,0,2
"103",1054188,9,"Staples","Jamari","FR","WR",0,0,0,0,0,0,0,0,458,4,31
"107",1046236,28,"Agwuenu","Alonzo","SR","WR",0,0,0,0,0,0,0,0,8,0,1
"109",1038489,28,"Bercovici","Mike","SO","QB",10,46,0,4,18,0,0,3,0,0,0
"114",1022984,28,"Coyle","Chris","SR","TE",0,0,0,0,0,0,0,0,423,4,29
"117",1038487,28,"Eubank","Michael","SO","QB",13,20,3,5,70,0,0,4,0,0,0
"118",1046244,28,"Foster","D.J.","SO","RB",93,501,6,0,0,0,0,0,653,4,63
"119",1046248,28,"Gammage","Frederick","FR","WR",0,0,0,0,0,0,0,0,32,0,6
"120",1046223,28,"Grice","Marion","SR","RB",191,996,14,0,0,0,0,0,438,6,50
"124",1030911,28,"Kelly","Taylor","JR","QB",173,608,9,484,3635,28,12,302,0,0,0
"125",1046245,28,"Kohl","Kody","FR","TE",0,0,0,0,0,0,0,0,0,0,0
"130",1054215,28,"Nelson","De'Marieya","JR","TE",15,53,2,0,0,0,0,0,107,2,7
"131",1030940,28,"Ozier","Kevin","SR","WR",0,0,0,0,0,0,0,0,354,1,23
"133",1030919,28,"Robinson","R.J.","SR","RB",29,114,1,0,0,0,0,0,7,0,1
"134",1046226,28,"Rogers","Darwin","SR","TE",0,0,0,0,0,0,0,0,66,1,4
"135",1054218,28,"Smith","Cameron","FR","WR",1,-4,0,0,0,0,0,0,129,0,8
"136",1046231,28,"Smith","Richard","SO","WR",7,78,0,0,0,0,0,0,276,2,32
"137",1054222,28,"Strong","Jaelen","SO","WR",0,0,0,0,0,0,0,0,1122,7,75
"138",1030915,28,"Washington","Marcus","JR","TE",0,0,0,0,0,0,0,0,0,0,0
"140",1046291,29,"Allen","Javelle","FR","QB",8,79,1,1,0,0,0,0,0,0,0
"141",1038534,29,"Baker","Jared","SO","RB",27,127,0,0,0,0,0,0,17,0,1
"143",1022994,29,"Butler","Kylan","SR","RB",5,17,1,0,0,0,0,0,0,0,0
"144",1038520,29,"Carey","Ka'Deem","JR","RB",349,1885,19,0,0,0,0,0,173,1,26
"148",1046286,29,"Denker","B.J.","SR","QB",181,949,13,381,2516,16,7,233,0,0,0
"150",1038533,29,"Ermisch","Trevor","JR","WR",0,0,0,0,0,0,0,0,0,0,0
"152",1046288,29,"Georges","Clive","FR","WR",0,0,0,0,0,0,0,0,0,0,0
"153",1054247,29,"Grant","Samajie","FR","WR",1,0,0,0,0,0,0,0,373,1,47
"155",1046279,29,"Griffey","Trey","FR","WR",0,0,0,0,0,0,0,0,170,2,14
"159",1038522,29,"Jackson","Johnny","SO","WR",0,0,0,0,0,0,0,0,124,0,12
"160",1022997,29,"Jenkins","Daniel","SR","RB",65,411,1,0,0,0,0,0,57,1,10
"162",1030957,29,"Jones","Terris","JR","RB",0,0,0,0,0,0,0,0,0,0,0
"166",1023020,29,"Miller","Terrence","SR","WR",0,0,0,0,0,0,0,0,467,1,40
"168",1054274,29,"Phillips","Nate","FR","WR",2,7,0,0,0,0,0,0,696,7,51
"170",1038544,29,"Richards","David","SO","WR",0,0,0,0,0,0,0,0,148,1,15
"174",1030952,29,"Wharton","Garic","JR","WR",0,4,1,0,0,0,0,0,291,2,17
"177",1023026,30,"Butterfield","Phillip","SR","QB",1,0,0,1,14,0,0,1,0,0,0
"178",1038564,30,"Collins","Kelsey","JR","WR",0,0,0,0,0,0,0,0,0,0,0
"180",1046309,30,"Daniels","Kendrick","FR","RB",7,21,0,0,0,0,0,0,0,0,0
"181",1031003,30,"Fleming","R.J.","SR","WR",1,27,0,0,0,0,0,0,149,0,12
"183",1046304,30,"Gordon","Michael","SO","RB",112,754,10,0,0,0,0,0,206,1,16
"184",1038559,30,"Griswold","Darion","SO","TE",0,0,0,0,0,0,0,0,312,3,24
"187",1046299,30,"Houston","Tres","SO","WR",0,0,0,3,29,0,0,1,44,0,8
"188",1030998,30,"Jackson","Frankie","JR","RB",0,0,0,0,0,0,0,0,0,0,0
"189",1023047,30,"Jones","Julian","SR","WR",0,0,0,0,0,0,0,0,641,4,52
"190",1042162,30,"Kennedy","Adam","SR","QB",153,524,4,314,2351,11,6,217,0,0,0
"191",1046295,30,"Knighten","Fredi","SO","QB",55,344,5,48,215,2,1,34,0,0,0
"196",1046303,30,"Mays","Booker","FR","WR",0,0,0,0,0,0,0,0,0,0,0
"197",1023029,30,"McCants","Carlos","SR","WR",0,0,0,0,0,0,0,0,12,0,1
"198",1038560,30,"McKissic","J.D.","SO","WR",19,151,1,1,6,1,0,1,650,4,81
"200",1015412,30,"Muse","Allen","SR","WR",0,0,0,0,0,0,0,0,370,2,29
"201",1026253,30,"Oku","David","SR","RB",142,511,6,0,0,0,0,0,114,0,17
"203",1031006,30,"Rains","Kenneth","JR","TE",0,0,0,0,0,0,0,0,71,0,7
"209",1030988,30,"Thornton","Sirgregory","SR","RB",63,354,4,0,0,0,0,0,50,0,6
"212",1038596,31,"Allen","Brandon","SO","QB",29,29,1,258,1552,13,10,128,0,0,0
"214",1038598,31,"Buehner","Brian","JR","WR",0,0,0,1,7,0,0,1,0,0,0
"216",1054335,31,"Collins","Alex","FR","RB",190,1026,4,0,0,0,0,0,63,0,11
"217",1046351,31,"Cowan","D'Arthur","SO","WR",0,0,0,0,0,0,0,0,26,0,4
"220",1032218,31,"Derby","AJ","JR","QB",6,2,0,36,178,1,1,19,0,0,0
"223",1046343,31,"Hatcher","Keon","SO","WR",11,140,0,0,0,0,0,0,346,2,27
"224",1046348,31,"Hawkins","Eric","FR","WR",1,4,0,0,0,0,0,0,32,0,3
"225",1054361,31,"Henry","Hunter","FR","TE",0,0,0,0,0,0,0,0,409,4,28
"226",1031021,31,"Herndon","Javontee","SR","WR",4,60,1,0,0,0,0,0,437,4,31
"227",1046332,31,"Holmes","Nate","SO","RB",6,17,0,0,0,0,0,0,0,0,0
"228",1031022,31,"Horton","Julian","SR","WR",1,22,1,0,0,0,0,0,141,1,12
"229",1038613,31,"Loewen","Mitchell","SO","TE",0,0,0,0,0,0,0,0,29,1,2
"234",1046359,31,"Sprinkle","Jeremy","FR","TE",1,1,0,0,0,0,0,0,68,0,4
"235",1023092,31,"Tate","Austin","SR","TE",0,0,0,0,0,0,0,0,7,0,1
"238",1046345,31,"Voelzke","Alex","SO","TE",0,0,0,0,0,0,0,0,0,0,0
"239",1038604,31,"Walker","Kody","SO","RB",6,32,0,0,0,0,0,0,0,0,0
"240",1046342,31,"Williams","Jonathan","SO","RB",150,900,4,3,21,1,0,1,72,2,7
"243",1054381,37,"Artis-Payne","Cameron","JR","RB",91,610,6,0,0,0,0,0,4,0,1
"245",1038650,37,"Bray","Quan","JR","WR",2,5,0,0,0,0,0,0,195,3,23
"248",1038638,37,"Coates","Sammie","SO","WR",0,0,0,0,0,0,0,0,902,7,42
"249",1054395,37,"Davis","Marcus","FR","WR",0,0,0,0,0,0,0,0,217,1,23
"250",1038669,37,"Denson","Jaylon","JR","WR",0,0,0,0,0,0,0,0,45,0,3
"252",1038636,37,"Fulse","Brandon","JR","TE",0,0,0,0,0,0,0,0,5,0,1
"253",1030849,37,"Grant","Corey","JR","RB",66,647,6,0,0,0,0,0,8,0,4
"255",1054389,37,"Johnson","Jeremy","FR","QB",7,47,0,41,422,6,2,29,0,0,0
"257",1046402,37,"Louis","Ricardo","SO","WR",19,198,0,0,0,0,0,0,325,2,28
"258",1031080,37,"Lymon","Patrick","JR","RB",5,20,0,0,0,0,0,0,0,0,0
"259",1039511,37,"Marshall","Nick","JR","QB",172,1068,12,239,1976,14,6,142,35,0,1
"260",1038641,37,"Mason","Tre","JR","RB",317,1816,23,0,0,0,0,0,163,1,12
"263",1046400,37,"Ray","Melvin","SO","WR",0,0,0,0,0,0,0,0,108,1,5
"264",1031061,37,"Reed","Trovon","JR","WR",0,0,0,0,0,0,0,0,98,0,9
"265",1031073,37,"Reese","Dimitri","JR","WR",0,0,0,0,0,0,0,0,0,0,0
"266",1038652,37,"Shakespeare","Chandler","SR","RB",12,69,0,0,0,0,0,0,0,0,0
"268",1054394,37,"Stevens","Tony","FR","WR",0,0,0,0,0,0,0,0,68,1,5
"271",1038667,37,"Uzomah","C.J.","JR","TE",0,0,0,0,0,0,0,0,154,3,11
"273",1046365,37,"Wallace","Jonathan","SO","QB",9,49,0,4,24,0,0,2,0,0,0
"276",1038687,47,"Banks","Horactio","SO","RB",95,595,7,0,0,0,0,0,7,0,1
"280",1046436,47,"Brunner","Sam","FR","TE",0,0,0,0,0,0,0,0,44,0,2
"282",1038688,47,"Curry","Dylan","SO","TE",0,0,0,0,0,0,0,0,39,0,4
"283",1038686,47,"Edwards","Jahwan","JR","RB",212,1110,14,0,0,0,0,0,31,0,7
"284",1023175,47,"Fakes","Zane","SR","TE",7,48,0,0,0,0,0,0,410,2,41
"287",1054412,47,"Hepp","Aaron","FR","WR",0,0,0,0,0,0,0,0,29,0,2
"288",1046405,47,"Kamman","Kyle","SO","QB",0,0,0,0,0,0,0,0,0,0,0
"289",1046411,47,"Mabon","KeVonn","SO","WR",0,0,0,0,0,0,0,0,93,0,7
"290",1046407,47,"Mann","Ozzie","FR","QB",3,-37,0,9,29,0,1,2,0,0,0
"294",1046418,47,"Raby","Michael","SO","TE",0,0,0,0,0,0,0,0,0,0,0
"295",1023172,47,"Ryan","Connor","SR","WR",0,0,0,0,0,0,0,0,68,0,10
"296",1046415,47,"Scott-Emuakpor","Efe","FR","WR",0,0,0,0,0,0,0,0,12,0,1
"297",1038702,47,"Shillings","Chris","JR","WR",0,0,0,0,0,0,0,0,0,0,0
"298",1023171,47,"Smith","Jamill","SR","WR",4,33,1,2,37,0,0,1,911,8,67
"299",1038681,47,"Snead","Willie","JR","WR",0,0,0,0,0,0,0,0,1516,15,106
"301",1031106,47,"Wenning","Keith","SR","QB",45,44,5,498,4148,35,7,319,0,0,0
"302",1046412,47,"Williams","Jordan","SO","WR",0,0,0,0,0,0,0,0,1050,10,72
"303",1054407,47,"Williamson","Teddy","FR","RB",68,224,1,0,0,0,0,0,4,0,2
"305",1046448,51,"Brown","Brandon","FR","WR",0,0,0,0,0,0,0,0,22,0,1
"306",1031170,51,"Butler","Rhett","JR","TE",0,0,0,0,0,0,0,0,0,0,0
"307",1046449,51,"Chafin","Devin","FR","RB",51,295,4,0,0,0,0,0,0,0,0
"308",1046439,51,"Coleman","Corey","FR","WR",0,0,0,0,0,0,0,0,527,2,35
"312",1038710,51,"Frerking","Andrew","SO","QB",2,3,0,0,0,0,0,0,0,0,0
"313",1038716,51,"Fuller","Clay","JR","WR",0,0,0,0,0,0,0,0,512,3,32
"314",1031156,51,"Goodley","Antwan","JR","WR",6,33,0,0,0,0,0,0,1339,13,71
"315",1046461,51,"Hawthorne","Lynx","FR","WR",1,-1,0,0,0,0,0,0,14,0,2
"319",1038740,51,"Lee","Jay","SO","WR",0,0,0,0,0,0,0,0,309,1,22
"320",1046446,51,"Linwood","Shock","FR","RB",128,881,8,0,0,0,0,0,19,0,4
"321",1023217,51,"Martin","Glasco","SR","RB",120,509,7,0,0,0,0,0,25,0,1
"322",1023190,51,"Monk","Jerod","SR","TE",0,0,0,0,0,0,0,0,53,0,2
"325",1031139,51,"Najvar","Jordan","SR","TE",0,0,0,0,0,0,0,0,85,0,10
"326",1031161,51,"Norwood","Levi","JR","WR",0,0,0,1,41,0,0,1,733,8,47
"327",1054438,51,"Penning","Gus","SO","TE",0,0,0,0,0,0,0,0,0,0,0
"328",1031136,51,"Petty","Bryce","JR","QB",94,209,14,403,4200,32,3,250,0,0,0
"329",1031137,51,"Reese","Tevin","SR","WR",0,0,0,0,0,0,0,0,867,8,38
"330",1054441,51,"Rhodes","Robbie","FR","WR",1,8,0,0,0,0,0,0,157,0,10
"332",1046442,51,"Russell","Seth","FR","QB",24,147,3,43,427,3,3,26,0,0,0
"333",1033520,51,"Seastrunk","Lache","JR","RB",158,1177,11,0,0,0,0,0,0,0,0
"334",1038739,51,"Spangler","Cal","SO","WR",0,0,0,0,0,0,0,0,1,0,1
"335",1038750,66,"Ajayi","Jay","SO","RB",249,1425,18,0,0,0,0,0,222,1,22
"336",1054473,66,"Baltazar","Aaron","FR","RB",50,234,2,0,0,0,0,0,19,0,5
"337",1046482,66,"Bertoli","Charles","FR","RB",18,115,1,0,0,0,0,0,8,0,1
"338",1023244,66,"Boldewijn","Geraldo","SR","WR",0,0,0,0,0,0,0,0,528,2,39
"339",1023229,66,"Burks","Aaron","SR","WR",1,12,0,0,0,0,0,0,309,3,18
"340",1038769,66,"Burroughs","Dallas","JR","WR",1,4,0,0,0,0,0,0,11,0,2
"342",1046478,66,"Demas","Devan","FR","RB",21,125,1,0,0,0,0,0,0,0,0
"345",1046475,66,"Fields","Jack","SO","RB",46,139,1,0,0,0,0,0,6,0,2
"347",1038754,66,"Hardee","Jake","SO","TE",0,0,0,0,0,0,0,0,73,0,5
"349",1031181,66,"Hedrick","Grant","JR","QB",68,277,6,242,1825,16,5,167,0,0,0
"351",1031183,66,"Huff","Holden","SO","TE",0,0,0,0,0,0,0,0,32,0,6
"353",1023247,66,"Linehan","Gabe","SR","TE",0,0,0,0,0,0,0,0,38,0,2
"355",1031188,66,"Miller","Matt","JR","WR",0,0,0,2,26,0,0,1,1140,12,88
"356",1023232,66,"Moore","Kirby","SR","WR",0,0,0,0,0,0,0,0,280,2,36
"357",1046497,66,"Patti","Nick","FR","QB",4,19,0,11,63,0,0,8,0,0,0
"358",1046500,66,"Peters","Connor","JR","TE",0,0,0,0,0,0,0,0,58,0,7
"359",1046474,66,"Pope","Taylor","FR","WR",0,0,0,0,0,0,0,0,7,0,1
"364",1023227,66,"Southwick","Joe","SR","QB",42,111,3,208,1654,12,5,151,0,0,0
"365",1054489,66,"Sperbeck","Thomas","FR","WR",0,0,0,1,0,0,1,0,40,0,5
"366",1054471,66,"Thomas","Derrick","JR","RB",32,95,0,0,0,0,0,0,2,0,2
"367",1031191,66,"Ware","Troy","SO","WR",0,0,0,0,0,0,0,0,104,2,9
"368",1046470,66,"Williams-Rhodes","Shane","SO","WR",10,73,1,0,0,0,0,0,702,6,77
"370",1031223,67,"Amidon","Alex","SR","WR",8,47,1,0,0,0,0,0,1024,5,77
"372",1031221,67,"Bordner","Josh","JR","QB",1,4,0,4,17,0,0,2,0,0,0
"374",1046505,67,"Crimmins","Dan","SO","WR",0,0,0,0,0,0,0,0,69,0,10
"377",1046508,67,"Dudeck","David","SO","RB",5,8,0,0,0,0,0,0,84,1,11
"378",1038789,67,"Evans","Spiffy","JR","WR",0,0,0,0,0,0,0,0,97,1,7
"381",1046510,67,"Jackson","Harrison","SO","WR",0,0,0,0,0,0,0,0,46,1,5
"388",1038794,67,"Miller","Brian","SO","TE",0,0,0,0,0,0,0,0,72,0,6
"389",1023284,67,"Naples","Mike","SR","TE",0,0,0,0,0,0,0,0,207,1,10
"390",1031205,67,"Parsons","C.J.","JR","TE",0,0,0,0,0,0,0,0,116,3,9
"391",1031218,67,"Rettig","Chase","SR","QB",60,71,1,263,1995,17,8,162,0,0,0
"392",1054506,67,"Rich","Joel","FR","TE",0,0,0,0,0,0,0,0,14,0,1
"394",1054501,67,"Rouse","Tyler","FR","RB",26,125,2,0,0,0,0,0,0,0,0
"395",1023274,67,"Sinkovec","Jake","SR","TE",0,0,0,0,0,0,0,0,118,3,14
"399",1031198,67,"Williams","Andre","SR","RB",355,2177,18,0,0,0,0,0,0,0,0
"400",1054498,67,"Willis","Myles","FR","RB",60,346,2,0,0,0,0,0,60,1,5
"402",1023317,71,"Bayer","Alex","SR","TE",0,0,0,0,0,0,0,0,593,4,37
"403",1031262,71,"Beck","Tyler","SR","TE",0,0,0,0,0,0,0,0,177,2,10
"405",1038805,71,"Burbrink","Ryan","SO","WR",0,0,0,0,0,0,0,0,477,2,30
"406",1038800,71,"Coby","Herve","SO","WR",0,0,0,0,0,0,0,0,29,0,2
"407",1046559,71,"Cohen","Jared","JR","WR",0,0,0,0,0,0,0,0,112,1,10
"409",1054522,71,"Coppet","Fred","FR","RB",46,214,0,0,0,0,0,0,11,0,2
"414",1038827,71,"Gallon","Chris","SO","WR",0,0,0,0,0,0,0,0,232,2,24
"415",1046534,71,"Givens","Andre","SO","RB",45,255,3,0,0,0,0,0,3,0,1
"416",1038802,71,"Greene","Travis","SO","RB",279,1594,11,0,0,0,0,0,155,2,18
"418",1023314,71,"Hopgood","Jordan","SR","RB",13,83,0,0,0,0,0,0,24,0,3
"420",1054524,71,"Houston","William","FR","RB",49,211,11,0,0,0,0,0,0,0,0
"421",1031260,71,"Jackson","Heath","JR","WR",0,0,0,1,7,0,0,1,364,3,32
"422",1038801,71,"Johnson","Matt","SO","QB",117,238,5,369,3467,25,7,237,-8,0,0
"423",1031258,71,"Joplin","Shaun","SR","WR",0,0,0,0,0,0,0,0,908,3,54
"425",1046538,71,"Knapke","James","FR","QB",2,-1,0,10,71,1,0,4,0,0,0
"429",1054529,71,"Moore","Ronnie","FR","WR",14,138,0,0,0,0,0,0,547,7,28
"430",1038813,71,"Pohlman","Chris","JR","TE",0,0,0,0,0,0,0,0,88,1,4
"433",1023287,71,"Schilz","Matt","SR","QB",3,-6,0,23,180,1,0,13,0,0,0
"435",1015685,77,"Alisa","Michael","SR","RB",32,99,3,0,0,0,0,0,0,0,0
"436",1031265,77,"Apo","Ross","JR","WR",0,0,0,0,0,0,0,0,204,3,14
"437",1031280,77,"Brown","Algernon","FR","RB",48,234,2,0,0,0,0,0,8,0,2
"438",1038848,77,"Carter","Nate","SO","RB",1,1,0,0,0,0,0,0,0,0,0
"439",1023326,77,"Falslev","JD","SR","WR",1,9,0,0,0,0,0,0,329,3,35
"441",1008404,77,"Friel","Kaneakua","SR","TE",0,0,0,0,0,0,0,0,128,1,11
"443",1038840,77,"Henderson","Kurt","SO","WR",0,0,0,0,0,0,0,0,84,0,4
"444",1026171,77,"Hill","Taysom","SO","QB",246,1344,10,438,2938,19,14,236,0,0,0
"445",1038841,77,"Hine","Adam","SO","RB",38,224,1,0,0,0,0,0,10,0,2
"446",1023357,77,"Hoffman","Cody","SR","WR",0,0,0,1,0,0,0,0,894,5,57
"447",1038838,77,"Houk","Terenn","SO","TE",0,0,0,0,0,0,0,0,8,0,2
"448",1046571,77,"Lasike","Paul","JR","RB",59,351,1,0,0,0,0,0,30,0,5
"449",1031303,77,"Mahina","Devin","JR","TE",0,0,0,0,0,0,0,0,64,0,7
"450",1031302,77,"Mathews","Marcus","JR","WR",0,0,0,0,0,0,0,0,19,0,2
"451",1023330,77,"Mathews","Mitch","SO","WR",0,0,0,0,0,0,0,0,397,4,23
"452",1031275,77,"Moore","AJ","FR","RB",2,19,0,0,0,0,0,0,0,0,0
"455",1029379,77,"Olsen","Ammon","SO","QB",1,4,0,3,4,0,0,1,0,0,0
"457",1015679,77,"Pritchard","Iona","JR","RB",2,5,0,0,0,0,0,0,15,0,3
"459",1038844,77,"Ridley","Skyler","SR","WR",0,0,0,0,0,0,0,0,453,2,38
"461",1015665,77,"Stewart","Christian","JR","QB",1,-5,0,2,0,0,0,0,0,0,0
"462",1023359,77,"Thompson","Brett","JR","TE",0,0,0,0,0,0,0,0,153,0,12
"463",1054571,77,"Thornton","Eric","SO","WR",0,0,0,0,0,0,0,0,6,0,1
"464",1046566,77,"Williams","Jamaal","SO","RB",217,1233,7,0,0,0,0,0,125,0,18
"465",1023337,77,"Wilson","Richard","SR","TE",0,0,0,0,0,0,0,0,15,1,1
"468",1054589,86,"Caldwell","Colton","JR","TE",0,0,0,0,0,0,0,0,0,0,0
"469",1046602,86,"Campbell","Devin","SO","RB",11,21,2,0,0,0,0,0,200,0,19
"471",1038868,86,"Daniel","Tony","SO","QB",4,5,0,7,42,1,0,4,0,0,0
"472",1023370,86,"Dennison","Alex","SR","TE",1,0,0,0,0,0,0,0,40,1,5
"473",1031355,86,"Dixon","Cordero","JR","WR",0,0,0,0,0,0,0,0,6,0,1
"474",1031336,86,"Dunmore","John","JR","WR",0,0,0,0,0,0,0,0,30,0,3
"476",1023395,86,"Gordon","Jimmy","SR","TE",0,0,0,0,0,0,0,0,108,1,9
"478",1031356,86,"Hughes","Devon","JR","WR",0,0,0,0,0,0,0,0,91,2,7
"480",1023394,86,"Lee","Fred","SR","WR",1,2,0,0,0,0,0,0,692,5,58
"481",1038867,86,"Licata","Joe","SO","QB",34,-64,1,402,2824,24,8,233,0,0,0
"484",1046613,86,"Michael","Collin","FR","QB",0,0,0,0,0,0,0,0,0,0,0
"486",1023375,86,"Murie","Brandon","SR","RB",7,31,0,0,0,0,0,0,0,0,0
"487",1023396,86,"Neutz","Alex","SR","WR",1,-1,0,0,0,0,0,0,1024,12,61
"488",1023374,86,"Oliver","Branden","SR","RB",310,1535,15,0,0,0,0,0,173,1,25
"489",1031330,86,"Potts","James","JR","RB",58,201,0,0,0,0,0,0,-2,0,1
"490",1046622,86,"Robinson","Malcolm","FR","WR",0,0,0,0,0,0,0,0,8,0,1
"491",1054602,86,"Ross","Boise","FR","WR",2,14,0,0,0,0,0,0,156,0,13
"493",1046626,86,"Schreck","Mason","FR","TE",0,0,0,2,23,0,0,1,147,2,17
"496",1038866,86,"Taylor","Anthone","SO","RB",82,399,3,0,0,0,0,0,45,0,7
"497",1038893,86,"Weiser","Matt","SO","TE",0,0,0,0,0,0,0,0,154,1,13
"499",1038892,86,"Willoughby","Ron","SO","WR",0,0,0,0,0,0,0,0,83,0,3
"500",1031332,86,"Zordich","Alex","SR","QB",13,76,0,12,66,0,0,5,0,0,0
"501",1038921,96,"Adams","Davante","SO","WR",0,0,0,0,0,0,0,0,1719,24,131
"504",1054612,96,"Burrell","Brian","JR","QB",5,10,1,12,51,0,0,7,0,0,0
"505",1031365,96,"Burse","Isaiah","SR","WR",9,81,2,1,0,0,1,0,1026,6,100
