Year,Round,Pick,Overall,Name,Team,Position,School,Player.Code,Rush.Att,Rush.Yard,Rush.TD,Rec.Yards,Rec.TD,Rec
2020,6,35,214,Freddie Swain,SEAHAWKS,WR,Florida,104693,4,27,0,517,7,38
2020,7,3,217,Jauan Jennings,49ERS,WR,Tennessee,104248,13,51,1,969,8,59
2020,7,6,220,K.J. Hill,CHARGERS,WR,Ohio State,104166,1,-3,0,885,6,70
2020,7,32,246,Malcolm Perry,DOLPHINS,WR,Navy,104709,138,1182,11,303,2,13
2020,7,38,252,Tyrie Cleveland,BRONCOS,WR,Florida,NA,NA,NA,NA,NA,NA,NA
2021,1,5,5,Ja\'Marr Chase,BENGALS,WR,Louisiana State,NA,NA,NA,NA,NA,NA,NA
2021,1,6,6,Jaylen Waddle,DOLPHINS,WR,Alabama,104744,0,0,0,848,7,45
2021,1,10,10,DeVonta Smith,EAGLES,WR,Alabama,104741,4,6,1,1856,23,117
2021,1,20,20,Kadarius Toney,GIANTS,WR,Florida,105142,19,161,1,984,10,70
2021,1,27,27,Rashod Bateman,RAVENS,WR,Minnesota,104740,0,0,0,1219,11,60
2021,2,2,34,Elijah Moore,JETS,WR,Mississippi,105139,14,64,0,1193,8,86
2021,2,17,49,Rondale Moore,CARDINALS,WR,Purdue,104779,21,213,2,1258,12,114
2021,2,24,56,D\'Wayne Eskridge,SEAHAWKS,WR,Western Michigan,NA,NA,NA,NA,NA,NA,NA
2021,2,25,57,Tutu Atwell,RAMS,WR,Louisville,104822,8,29,0,1276,12,70
2021,2,27,59,Terrace Marshall,PANTHERS,WR,Louisiana State,NA,NA,NA,NA,NA,NA,NA
2021,3,13,77,Josh Palmer,CHARGERS,WR,Tennessee,104837,5,27,1,484,2,23
2021,3,18,82,Dyami Brown,TEAM,WR,North Carolina,105274,0,0,0,1099,8,55
2021,3,21,85,Amari Rodgers,PACKERS,WR,Clemson,NA,NA,NA,NA,NA,NA,NA
2021,3,25,89,Nico Collins,TEXANS,WR,Michigan,104759,0,0,0,729,7,37
2021,3,27,91,Anthony Schwartz,BROWNS,WR,Auburn,105302,4,-6,0,636,3,54
2021,4,4,109,Dez Fitzpatrick,TITANS,WR,Louisville,105171,0,0,0,833,3,43
2021,4,7,112,Amon-Ra St. Brown,LIONS,WR,USC,105283,7,60,1,1042,6,77
2021,4,24,129,Jaelon Darden,BUCCANEERS,WR,North Texas,105435,1,-3,0,1190,19,74
2021,4,26,131,Tylan Wallace,RAVENS,WR,Oklahoma State,104781,1,6,1,1491,12,86
2021,5,13,157,Ihmir Smith-Marsette,VIKINGS,WR,Iowa,104790,11,108,3,722,5,44
2021,5,35,179,Simi Fehoko,COWBOYS,WR,Stanford,105292,1,-1,0,574,3,37
2021,5,37,181,Cornell Powell,CHIEFS,WR,Clemson,105203,0,0,0,882,7,53
2021,6,3,187,Frank Darby,FALCONS,WR,Arizona State,105197,0,0,0,616,8,31
2021,6,19,203,Marquez Stevenson,BILLS,WR,Houston,104798,14,126,2,1019,9,75
2021,6,20,204,Shi Smith,PANTHERS,WR,South Carolina,104917,0,0,0,673,4,45
2021,6,21,205,Racey McMath,TITANS,WR,Louisiana State,105188,0,0,0,285,3,17
2021,6,25,209,Jalen Camp,JAGUARS,WR,Georgia Tech,NA,NA,NA,NA,NA,NA,NA
2021,6,35,219,Seth Williams,BRONCOS,WR,Auburn,105290,0,0,0,830,8,59
2021,6,37,221,Dazz Newsome,BEARS,WR,North Carolina,105308,3,9,0,1018,10,72
2021,7,1,229,Mike Strachan,COLTS,WR,Charleston,NA,NA,NA,NA,NA,NA,NA
2021,7,15,242,Tre Nixon,PATRIOTS,WR,Central Florida,NA,NA,NA,NA,NA,NA,NA
2021,7,22,249,Ben Skowronek,RAMS,WR,Notre Dame,105179,0,0,0,644,5,45
2021,7,28,255,Kawaan Baker,SAINTS,WR,South Alabama,NA,NA,NA,NA,NA,NA,NA
2021,7,31,258,Dax Milne,TEAM,WR,Brigham Young,105318,11,67,0,1188,8,70
