"","Player.Code","Team.Code","Last.Name","First.Name","Class","Position","Rush.Att","Rush.Yard","Rush.TD","Pass.Att","Pass.Yard","Pass.TD","Pass.Int","Pass.Comp","Rec.Yards","Rec.TD","Rec"
"71",1007976,9,"Bivens Jr.","Rodney","SR","QB",6,20,0,0,0,0,0,0,0,0,0
"73",1003878,9,"Brooks","Justin","SO","RB",53,218,3,0,0,0,0,0,101,0,11
"74",1015306,9,"Carter","Rodell","SO","WR",0,0,0,0,0,0,0,0,206,0,16
"76",1007995,9,"Dyck","Caleb","FR","RB",4,14,0,0,0,0,0,0,0,0,0
"78",1015305,9,"Ferrell","Mark","JR","WR",2,11,0,0,0,0,0,0,177,0,13
"80",1000089,9,"Forrest","Frantrell","SO","WR",8,43,0,0,0,0,0,0,536,2,42
"81",1015277,9,"Frye","Joseph","FR","WR",0,0,0,0,0,0,0,0,0,0,0
"82",1008015,9,"Harris","Darryl","SO","WR",1,-4,0,0,0,0,0,0,136,0,9
"83",1008013,9,"Heath","Brandon","SR","WR",0,0,0,0,0,0,0,0,0,0,0
"85",1015273,9,"Johns","Aaron","SR","RB",23,115,1,0,0,0,0,0,5,0,3
"86",1008012,9,"Johnson","Justin","SO","WR",2,4,0,0,0,0,0,0,82,0,7
"87",1000084,9,"Jones","Mike","SO","WR",0,0,0,0,0,0,0,0,109,1,11
"88",81942,9,"Lankford","Zach","JR","TE",0,0,0,0,0,0,0,0,190,2,16
"92",1007993,9,"Mitchell","Jim","JR","RB",19,78,0,0,0,0,0,0,38,0,8
"94",1007981,9,"Powers","Antoine","SR","WR",0,0,0,0,0,0,0,0,0,0,0
"96",1007990,9,"Schoolar","Paul","JR","WR",0,0,0,0,0,0,0,0,0,0,0
"97",1000085,9,"Slaughter","Rashaud","JR","WR",113,514,4,0,0,0,0,0,176,1,29
"101",81894,9,"Webb","Joe","JR","QB",198,1021,11,353,2367,10,16,208,0,0,0
"102",1007973,9,"Wright","Mario","SO","WR",0,0,0,0,0,0,0,0,243,1,20
"104",1015318,28,"Bass","Ryan","FR","RB",26,120,0,0,0,0,0,0,-1,0,1
"107",69289,28,"Carpenter","Rudy","SR","QB",52,-150,1,351,2493,16,9,213,-1,0,1
"108",86856,28,"DeWitty","Shaun","JR","RB",62,270,0,0,0,0,0,0,77,0,9
"112",69378,28,"Evans","Wes","SR","TE",0,0,0,0,0,0,0,0,16,0,5
"114",84481,28,"Herring","Keegan","SR","RB",105,401,3,0,0,0,0,0,7,0,3
"116",69279,28,"Jones","Michael","SR","WR",0,0,0,0,0,0,0,0,744,4,61
"117",69303,28,"Kimbrough","Nate","SR","WR",0,0,0,0,0,0,0,0,131,0,10
"118",1008045,28,"Knapp","Dan","FR","TE",0,0,0,0,0,0,0,0,29,1,3
"119",1015353,28,"Malamala","Stanley","JR","TE",0,0,0,0,0,0,0,0,17,0,1
"121",1000102,28,"McGaha","Chris","JR","WR",0,0,0,0,0,0,0,0,501,1,35
"123",1000123,28,"Nance","Dimitri","JR","RB",105,410,3,0,0,0,0,0,111,0,20
"124",69370,28,"Pettes","Andrew","SR","TE",0,0,0,0,0,0,0,0,151,3,21
"127",1015329,28,"Robinson","Gerell","FR","WR",0,0,0,0,0,0,0,0,26,0,3
"128",1008044,28,"Simpson","T.J.","FR","WR",0,0,0,0,0,0,0,0,12,1,2
"129",1000137,28,"Smith","Brandon","JR","WR",0,0,0,0,0,0,0,0,20,0,3
"131",1000106,28,"Sullivan","Danny","JR","QB",0,0,0,43,151,1,2,15,0,0,0
"133",1008030,28,"Taylor","Kerry","SO","WR",2,-2,0,0,0,0,0,0,405,3,27
"134",1000135,28,"Williams","Jovon","JR","TE",0,0,0,0,0,0,0,0,33,0,3
"135",1000129,28,"Williams","Kyle","JR","WR",6,42,0,0,0,0,0,0,364,4,19
"136",1008022,28,"Woods","Jarrell","JR","RB",6,19,0,0,0,0,0,0,2,0,1
"137",1015363,29,"Antolin","Keola","FR","RB",117,525,10,0,0,0,0,0,24,0,7
"138",1008072,29,"Barkum","Derick","JR","WR",0,0,0,0,0,0,0,0,0,0,0
"139",1008053,29,"Beirne","Bryson","FR","QB",1,4,0,0,0,0,0,0,0,0,0
"140",1015364,29,"Booth","Nick","JR","RB",15,59,0,0,0,0,0,0,7,1,1
"141",1015395,29,"Criner","Juron","FR","WR",0,0,0,0,0,0,0,0,79,1,6
"143",1000149,29,"Dean","Delashaun","SO","WR",2,5,0,0,0,0,0,0,593,4,53
"145",1015396,29,"Douglas","David","FR","WR",0,0,0,0,0,0,0,0,41,0,3
"148",1008056,29,"Grigsby","Nic","SO","RB",214,1153,13,0,0,0,0,0,62,0,12
"149",1008064,29,"Gronkowski","Rob","SO","TE",0,0,0,0,0,0,0,0,672,10,47
"158",1008069,29,"Roberts","David","FR","WR",0,0,0,0,0,0,0,0,15,0,2
"160",1015374,29,"Scott","Matt","FR","QB",23,188,2,11,84,1,0,7,0,0,0
"161",1000180,29,"Simmons","A.J.","SO","TE",0,0,0,0,0,0,0,0,11,0,2
"162",81704,29,"Smith","Xavier","JR","RB",40,153,5,0,0,0,0,0,6,0,3
"163",81696,29,"Thomas","Mike","SR","WR",24,114,1,0,0,0,0,0,834,4,75
"165",81695,29,"Tuitama","Willie","SR","QB",49,-120,2,399,3088,23,8,259,0,0,0
"166",1000179,29,"Turner","Terrell","JR","WR",2,17,0,0,0,0,0,0,580,1,43
"167",1008068,29,"Veal","Devin","FR","WR",0,0,0,0,0,0,0,0,0,0,0
"169",1008054,29,"Wright","William","FR","WR",0,0,0,0,0,0,0,0,42,0,3
"171",81726,30,"Arnold","Reggie","JR","RB",197,1074,7,0,0,0,0,0,135,1,11
"172",1015403,30,"Beck","Brice","JR","QB",1,5,0,0,0,0,0,0,0,0,0
"174",1008088,30,"Catlin","Vernon","SR","TE",0,0,0,0,0,0,0,0,18,1,1
"175",1015407,30,"Clements","Taylor","JR","WR",0,0,0,0,0,0,0,0,74,0,7
"176",1015408,30,"Garrett","Kansas","SR","WR",0,0,0,0,0,0,0,0,0,0,0
"177",1000187,30,"Gillott","Trevor","JR","TE",0,0,0,0,0,0,0,0,228,2,15
"178",1015418,30,"Halford","Jarvis","FR","RB",0,0,0,0,0,0,0,0,0,0,0
"179",72763,30,"Hewitt","Travis","SR","QB",6,25,2,1,0,0,0,0,0,0,0
"180",81734,30,"Johnson","David","SR","TE",0,0,0,0,0,0,0,0,356,5,22
"182",72787,30,"Jones","Kevin","SR","WR",0,0,0,0,0,0,0,0,217,1,17
"183",81737,30,"Jordan","J.T.","JR","TE",0,0,0,0,0,0,0,0,29,1,3
"184",1008084,30,"Lawson","Derek","FR","RB",97,695,4,0,0,0,0,0,4,0,1
"186",81742,30,"Leonard","Corey","JR","QB",157,516,4,306,2347,16,8,166,0,0,0
"187",1015431,30,"McLennan","Jahbari","JR","WR",4,78,1,0,0,0,0,0,451,1,32
"188",1015420,30,"Murry","Kedric","FR","TE",0,0,0,0,0,0,0,0,0,0,0
"191",81749,30,"Norman","Jarriel","JR","WR",1,3,0,0,0,0,0,0,197,0,12
"192",1015113,30,"Robinson","Anthony","SO","WR",0,0,0,0,0,0,0,0,102,0,8
"194",1015406,30,"Smith","Andre","FR","QB",0,0,0,0,0,0,0,0,0,0,0
"197",1007616,30,"Thompkins","Brandon","JR","WR",2,16,0,0,0,0,0,0,511,2,32
"200",1015441,31,"Adams","Joe","FR","WR",6,46,0,1,6,1,0,1,377,1,31
"201",1015442,31,"Bailey","Mitchell","FR","TE",0,0,0,0,0,0,0,0,4,1,1
"203",1015458,31,"Childs","Greg","FR","WR",0,0,0,0,0,0,0,0,273,2,18
"204",1000228,31,"Cleveland","Ben","SO","TE",0,0,0,0,0,0,0,0,1,1,1
"206",1000197,31,"Crawford","London","JR","WR",1,-5,0,0,0,0,0,0,311,1,27
"207",1000226,31,"Davie","Andrew","JR","TE",0,0,0,0,0,0,0,0,71,3,8
"208",87297,31,"Dick","Casey","SR","QB",72,-51,3,357,2586,13,14,205,3,1,2
"209",1008107,31,"Dick","Nathan","FR","QB",11,20,0,62,454,4,2,36,0,0,0
"211",1015457,31,"Gragg","Chris","FR","WR",0,0,0,0,0,0,0,0,25,0,1
"213",1007877,31,"Miller","Lucas","JR","WR",0,0,0,0,0,0,0,0,490,2,30
"216",1000196,31,"Salters","Carlton","SO","WR",0,0,0,0,0,0,0,0,66,0,6
"218",1008136,31,"Tuck","Crosby","FR","WR",0,0,0,0,0,0,0,0,18,0,2
"221",1008123,31,"Williams","D.J.","SO","TE",0,0,0,0,0,0,0,0,723,3,61
"222",1015456,31,"Wilson","Tyler","FR","QB",3,-24,0,22,69,1,2,11,0,0,0
"223",1015446,31,"Wright","Jarius","FR","WR",1,1,0,0,0,0,0,0,348,2,19
"225",1015492,37,"Adams","Darvin","FR","WR",0,0,0,0,0,0,0,0,18,0,3
"226",1015462,37,"Adams","Harry","FR","WR",0,0,0,0,0,0,0,0,0,0,0
"227",81772,37,"Billings","Montez","JR","WR",2,-7,0,0,0,0,0,0,277,0,24
"228",1008146,37,"Burns","Kodi","SO","QB",98,411,5,179,1050,2,7,94,0,0,0
"229",1008178,37,"Carr","Quindarius","FR","WR",0,0,0,0,0,0,0,0,63,0,6
"230",1000235,37,"Caudle","Neil","SO","QB",1,4,0,5,32,0,0,4,0,0,0
"232",72870,37,"Davis","Tristan","SR","RB",8,44,1,0,0,0,0,0,42,0,2
"233",1008158,37,"Douglas","John","FR","RB",0,0,0,0,0,0,0,0,3,0,1
"234",81776,37,"Dunn","Robert","SR","WR",3,-1,0,0,0,0,0,0,193,2,18
"235",1000236,37,"Fannin","Mario","SO","WR",54,238,1,0,0,0,0,0,223,2,20
"239",1000234,37,"Hawthorne","Tim","SO","WR",1,3,0,0,0,0,0,0,203,0,8
"243",72883,37,"Lester","Brad","SR","RB",80,289,2,0,0,0,0,0,37,1,7
"244",81789,37,"McKenzie","Gabe","JR","TE",0,0,0,0,0,0,0,0,33,0,3
"245",1000269,37,"Olatunji","Charles","SR","WR",0,0,0,0,0,0,0,0,23,0,2
"247",1015489,37,"Pierre-Louis","Philip","FR","WR",0,0,0,0,0,0,0,0,0,0,0
"249",1008149,37,"Slaughter","Chris","SO","WR",0,0,0,0,0,0,0,0,179,1,15
"251",1015471,37,"Smith","Eric","FR","RB",21,90,0,0,0,0,0,0,3,0,2
"252",81794,37,"Smith","Rodgeriqus","SR","WR",0,0,0,0,0,0,0,0,332,1,30
"254",72893,37,"Swinton","James","SR","WR",0,0,0,0,0,0,0,0,14,0,2
"255",1000245,37,"Tate","Ben","JR","RB",159,664,3,0,0,0,0,0,90,0,15
"256",85866,37,"Todd","Chris","JR","QB",33,-63,0,156,903,5,6,86,0,0,0
"257",81796,37,"Trott","Tommy","JR","TE",0,0,0,0,0,0,0,0,201,0,20
"259",1015491,37,"Winter","Derek","FR","WR",0,0,0,0,0,0,0,0,27,0,4
"261",1000266,37,"Zachery","Terrell","SO","WR",0,0,0,0,0,0,0,0,24,0,2
"264",1000275,47,"Davis","Nate","JR","QB",66,312,5,401,3591,26,8,258,4,1,1
"266",1008186,47,"Garner","Perci","SO","QB",0,0,0,1,0,0,0,0,0,0,0
"267",1015529,47,"Gibson","Torieal","FR","WR",0,0,0,0,0,0,0,0,19,0,4
"268",84298,47,"Grant","Madaris","JR","TE",0,0,0,0,0,0,0,0,285,0,26
"270",69937,47,"Hill","Darius","SR","TE",0,0,0,0,0,0,0,0,670,7,40
"271",1015530,47,"Hill","Jeremy","FR","WR",0,0,0,0,0,0,0,0,0,0,0
"272",1008200,47,"Ifft","Daniel","SO","WR",0,0,0,0,0,0,0,0,259,3,15
"273",69954,47,"Johnson","Louis","SR","WR",0,0,0,0,0,0,0,0,516,6,26
"274",87143,47,"Justice","Tanner","JR","QB",1,-2,0,2,17,0,0,2,0,0,0
"275",84303,47,"Love","Dante","SR","WR",14,64,2,0,0,0,0,0,460,3,28
"276",1015504,47,"Orsbon","Briggs","FR","WR",3,9,0,1,4,1,0,1,813,5,68
"281",1000302,47,"Trempe","Myles","SO","WR",0,0,0,0,0,0,0,0,231,2,14
"282",1000349,51,"Akers","Justin","JR","TE",0,0,0,0,0,0,0,0,167,2,14
"283",84377,51,"Baker","Mikail","JR","WR",2,6,0,0,0,0,0,0,44,0,4
"284",1000314,51,"Bennett","Joe","SR","WR",0,0,0,0,0,0,0,0,0,0,0
"285",1015562,51,"Blaylock","Romie","FR","WR",1,7,0,0,0,0,0,0,-6,0,2
"286",1000350,51,"Fenty","Justin","JR","WR",0,0,0,0,0,0,0,0,50,1,6
"287",1000323,51,"Finley","Jay","SO","RB",149,865,7,0,0,0,0,0,141,2,7
"288",77070,51,"Freeman","Kirby","SR","QB",2,0,0,13,49,1,2,6,0,0,0
"289",1000326,51,"Gettis","David","JR","WR",0,0,0,0,0,0,0,0,391,0,29
"290",1015536,51,"Griffin","Robert","FR","QB",173,843,13,267,2091,15,3,160,0,0,1
"291",84361,51,"Jones","Jacoby","SR","RB",52,203,6,0,0,0,0,0,0,0,0
"292",1008223,51,"La Mar","Luke","SO","WR",0,0,0,0,0,0,0,0,22,0,1
"296",1008253,51,"Mitchell","Kyle","JR","WR",0,0,0,0,0,0,0,0,0,0,0
"300",1015560,51,"Sanders","Jeremy","JR","QB",34,128,1,0,0,0,0,0,0,0,0
"301",1015563,51,"Scranton","T.J.","JR","WR",0,0,0,0,0,0,0,0,24,0,2
"302",1008228,51,"Sims","Ray","SR","RB",31,133,1,0,0,0,0,0,19,0,3
"303",1008247,51,"Singletary","Matt","FR","WR",0,0,0,0,0,0,0,0,0,0,0
"304",1000309,51,"Smith","Ernest","JR","WR",0,0,0,0,0,0,0,0,175,3,7
"308",84356,51,"Szymanski","Blake","JR","QB",1,3,0,7,28,0,0,4,0,0,0
"309",1000313,51,"Taylor","Brad","SO","TE",0,0,0,0,0,0,0,0,93,1,8
"311",1008243,51,"Washington","Larry","SR","RB",0,0,0,0,0,0,0,0,0,0,0
"312",1008227,51,"Weed","John David","SR","WR",0,0,0,0,0,0,0,0,14,0,1
"313",84354,51,"White","Thomas","SR","WR",2,11,0,0,0,0,0,0,385,2,35
"316",1015535,51,"Wright","Kendall","FR","WR",29,168,1,3,0,0,0,0,649,5,50
"317",1000364,66,"Avery","Jeremy","SO","RB",111,614,4,0,0,0,0,0,226,0,16
"318",84449,66,"Bissell","Tanyon","SR","WR",6,48,0,3,92,2,0,2,63,0,6
"319",84434,66,"Brockel","Richie","JR","TE",3,6,2,0,0,0,0,0,94,2,10
"321",84448,66,"Childs","Jeremy","JR","WR",0,0,0,0,0,0,0,0,800,7,71
"322",1008285,66,"Choate","Michael","JR","WR",0,0,0,0,0,0,0,0,29,0,2
"323",1008294,66,"Coughlin","Mike","SO","QB",7,5,0,5,25,1,0,3,0,0,0
"324",1008299,66,"Efaw","Kyle","FR","TE",0,0,0,0,0,0,0,0,264,0,17
"325",76420,66,"Franklin","Toshi","SR","WR",0,0,0,0,0,0,0,0,6,0,1
"326",1008270,66,"Gabbard","Stephen","FR","RB",0,0,0,0,0,0,0,0,0,0,0
"327",1000379,66,"Gallarda","Tommy","SO","TE",0,0,0,0,0,0,0,0,65,2,6
"328",76423,66,"Hamdan","Bush","SR","QB",3,7,0,20,115,1,1,10,0,0,0
"329",1008279,66,"Harper","D.J.","SO","RB",55,265,4,0,0,0,0,0,37,0,4
"331",76424,66,"Hawkins","Julian","SR","WR",0,0,0,0,0,0,0,0,322,3,26
"333",1000365,66,"Hodge","Jarvis","SO","RB",12,46,0,0,0,0,0,0,0,0,0
"334",76426,66,"Johnson","Ian","SR","RB",150,766,13,0,0,0,0,0,229,0,22
"335",1015569,66,"Kaiserman","Matt","FR","RB",0,0,0,0,0,0,0,0,0,0,0
"337",1015592,66,"Koch","Chandler","FR","TE",0,0,0,0,0,0,0,0,0,0,0
"338",1022826,66,"Lomax","Nick","JR","QB",0,0,0,0,0,0,0,0,0,0,0
"339",1008272,66,"Martin","Doug","FR","RB",24,107,0,0,0,0,0,0,54,0,3
"340",1008266,66,"Moore","Kellen","FR","QB",38,-30,1,405,3502,25,10,281,0,0,0
"341",76432,66,"O'Neill","Chris","SR","TE",0,0,0,0,0,0,0,0,131,2,10
"342",84430,66,"Perretta","Vinny","SR","WR",22,133,2,1,17,1,0,1,578,2,36
"343",1008301,66,"Pettis","Austin","SO","WR",0,0,0,1,0,0,0,0,567,9,49
"346",1008302,66,"Shoemaker","Tyler","FR","WR",0,0,0,0,0,0,0,0,110,2,7
"347",1008276,66,"Silsby","Andy","JR","RB",0,0,0,0,0,0,0,0,0,0,0
"349",1008283,66,"Young","Titus","SO","WR",5,52,2,0,0,0,0,0,168,1,10
"350",1008330,67,"Anderson","Lars","FR","TE",0,0,0,0,0,0,0,0,84,1,9
"352",1015597,67,"Boek","Codi","SO","QB",0,0,0,0,0,0,0,0,0,0,0
"353",69991,67,"Crane","Chris","SR","QB",81,225,7,307,1721,10,13,169,0,0,0
"354",1008306,67,"Davis","Dominique","FR","QB",43,48,2,138,741,6,4,63,0,0,0
"355",1000383,67,"Flutie","Billy","SO","WR",0,0,0,2,9,1,0,1,0,0,0
"356",84458,67,"Gunnell","Rich","JR","WR",4,17,0,0,0,0,0,0,551,4,49
"357",1015596,67,"Haden","Josh","FR","RB",120,479,1,0,0,0,0,0,100,0,13
"358",1015608,67,"Harris","Montel","FR","RB",179,900,5,0,0,0,0,0,160,1,20
"360",1000405,67,"Jarvis","Justin","JR","WR",0,0,0,0,0,0,0,0,274,3,25
"362",1015607,67,"Kelly","Jerry","FR","RB",0,0,0,0,0,0,0,0,0,0,0
"363",1015626,67,"Larmond, Jr.","Colin","FR","WR",0,0,0,0,0,0,0,0,96,1,5
"368",1000407,67,"McMichael","Jordon","SO","TE",0,0,0,0,0,0,0,0,9,1,1
"369",84465,67,"Megwa","Clarence","JR","WR",0,0,0,0,0,0,0,0,66,0,9
"370",1008315,67,"Momah","Ifeanyi","SO","WR",0,0,0,0,0,0,0,0,149,3,11
"373",69979,67,"Purvis","Ryan","SR","TE",0,0,0,0,0,0,0,0,176,0,24
"374",69982,67,"Robinson","Brandon","SR","WR",0,0,0,1,0,0,0,0,646,3,42
"375",1000401,67,"Smith","Jeff","JR","RB",37,192,2,0,0,0,0,0,33,0,5
"378",1015644,71,"Akenberger","Zach","SO","RB",0,0,0,0,0,0,0,0,0,0,0
"379",84644,71,"Barnes","Freddie","JR","WR",22,86,0,4,31,2,0,3,364,0,41
"380",1015630,71,"Beam","Andrew","JR","QB",22,108,3,1,22,1,0,1,0,0,0
"381",1000456,71,"Brighton","Derek","SO","WR",1,-9,0,0,0,0,0,0,0,0,0
"382",1000428,71,"Bullock","Chris","JR","RB",92,384,2,0,0,0,0,0,199,0,19
"385",1008339,71,"Geter","Willie","SO","RB",45,301,1,0,0,0,0,0,96,0,10
"386",1008352,71,"Hodges","Adrian","FR","WR",0,0,0,0,0,0,0,0,61,1,5
"388",1008353,71,"Hutson","Ray","FR","WR",0,0,0,0,0,0,0,0,16,0,4
"390",1008354,71,"Kelley","Jermiah","SR","WR",0,0,0,0,0,0,0,0,295,2,19
"392",84651,71,"Parks","Marques","SR","WR",0,0,0,0,0,0,0,0,248,4,19
"393",84647,71,"Partridge","Corey","SR","WR",1,1,0,1,0,0,0,0,553,7,57
"394",1000455,71,"Pronty","Tyrone","JR","WR",5,11,0,0,0,0,0,0,197,1,29
"396",1015642,71,"Rice","Jason","SO","RB",16,107,1,1,42,0,0,1,23,0,4
"398",1000461,71,"Scheidler","Jimmy","JR","TE",0,0,0,0,0,0,0,0,150,7,17
"399",1000414,71,"Sheehan","Tyler","JR","QB",105,237,7,400,2610,20,9,267,22,1,1
"401",76460,71,"Turner","Anthony","SR","RB",89,400,5,3,4,1,0,2,237,0,26
"402",76457,71,"Waldron","Nate","SR","RB",0,0,0,0,0,0,0,0,0,0,0
"404",1000413,71,"Wright","Chris","JR","WR",0,0,0,0,0,0,0,0,249,1,22
"405",79666,77,"Ashworth","Luke","SO","WR",0,0,0,0,0,0,0,0,49,0,3
"409",1015664,77,"Chambers","O'Neill","FR","WR",0,0,0,0,0,0,0,0,42,1,3
"410",70049,77,"Collie","Austin","JR","WR",10,77,0,1,0,0,0,0,1538,15,106
"412",1008360,77,"Di Luigi","J.J.","FR","RB",13,48,0,0,0,0,0,0,3,0,2
"413",1008404,77,"Friel","Kaneakua","FR","TE",0,0,0,0,0,0,0,0,0,0,0
"414",1008388,77,"Gaskins","Brenden","JR","QB",1,-1,0,12,73,0,0,7,0,0,0
"415",79743,77,"George","Andrew","JR","TE",0,0,0,0,0,0,0,0,219,6,23
"416",1015696,77,"Hafoka","Spencer","FR","WR",0,0,0,0,0,0,0,0,5,0,1
"417",1000470,77,"Hall","Max","JR","QB",66,110,4,477,3957,35,14,330,0,0,0
"418",1008399,77,"Jaussi","Landon","SO","WR",0,0,0,0,0,0,0,0,0,0,0
"419",1015673,77,"Kariya","Bryan","FR","RB",12,67,1,0,0,0,0,0,21,0,4
"420",1008366,77,"Kozlowski","Tyler","SO","WR",0,0,0,0,0,0,0,0,31,0,3
"422",79695,77,"Latu","Wayne","JR","RB",14,51,2,0,0,0,0,0,4,0,1
"423",79654,77,"Mahuika","Bryce","SR","WR",3,12,0,0,0,0,0,0,0,0,0
"424",1008398,77,"Marshall","Matt","FR","WR",0,0,0,0,0,0,0,0,0,0,0
"428",70102,77,"Pitta","Dennis","JR","TE",0,0,0,0,0,0,0,0,1072,6,82
"429",79738,77,"Reed","Michael","SR","WR",0,0,0,0,0,0,0,0,589,2,49
"431",1000479,77,"Taylor","Isaac","SR","RB",0,0,0,0,0,0,0,0,0,0,0
"432",1000485,77,"Unga","Harvey","SO","RB",240,1132,11,0,0,0,0,0,320,4,43
"433",64054,77,"Vakapuna","Fui","SR","RB",54,263,3,0,0,0,0,0,69,1,10
"434",1008365,77,"White","Reed","SR","WR",0,0,0,0,0,0,0,0,70,0,7
"436",1000525,86,"Brey","Kyle","SO","TE",0,0,0,0,0,0,0,0,31,0,5
"439",1000537,86,"Hagg","Skyler","SO","WR",0,0,0,0,0,0,0,0,0,0,0
"440",78372,86,"Hamlin","Brett","JR","WR",1,13,0,0,0,0,0,0,459,5,38
"441",78346,86,"Henry","Mario","JR","RB",29,130,0,0,0,0,0,0,59,0,5
"443",78341,86,"Jackson","Ernest","SR","WR",1,4,0,0,0,0,0,0,507,4,45
"446",68630,86,"Kisabeth","Bryan","SR","TE",0,0,0,0,0,0,0,0,21,1,2
"448",1015722,86,"Maynard","Zach","FR","QB",8,56,0,3,7,0,0,1,0,0,0
"450",78342,86,"Pierre","Alex","JR","WR",0,0,0,0,0,0,0,0,0,0,0
"451",78369,86,"Rack","Jesse","JR","TE",0,0,0,0,0,0,0,0,205,0,21
"452",78334,86,"Rice","Gary","SR","WR",0,0,0,0,0,0,0,0,117,1,12
"453",1008411,86,"Rivers","Marcus","FR","WR",0,0,0,0,0,0,0,0,11,0,2
"454",1000517,86,"Roosevelt","Naaman","JR","WR",3,9,0,0,0,0,0,0,1402,13,104
"455",78339,86,"Starks","James","JR","RB",272,1333,16,0,0,0,0,0,361,1,52
"456",1000520,86,"Thermilus","Brandon","SO","RB",99,447,7,0,0,0,0,0,117,0,16
"457",78338,86,"Willy","Drew","SR","QB",65,-115,4,468,3304,25,6,304,0,0,0
"459",1008410,86,"Young","Ed","FR","QB",0,0,0,0,0,0,0,0,0,0,0
"460",1000542,96,"Ajirotutu","Seyi","JR","WR",0,0,1,0,0,0,0,0,795,5,47
"462",70203,96,"Brandstater","Tom","SR","QB",51,-50,4,371,2664,18,12,221,0,0,0
