"","Player.Code","Team.Code","Last.Name","First.Name","Class","Position","Rush.Att","Rush.Yard","Rush.TD","Pass.Att","Pass.Yard","Pass.TD","Pass.Int","Pass.Comp","Rec.Yards","Rec.TD","Rec"
"102",77198,28,"Guthrie","Dane","JR","TE",0,0,0,0,0,0,0,0,0,0,0
"103",84481,28,"Herring","Keegan","JR","RB",154,815,5,0,0,0,0,0,88,0,10
"104",69279,28,"Jones","Michael","JR","WR",0,0,0,0,0,0,0,0,769,10,46
"105",76477,28,"Jones","Preston","SR","RB",25,97,0,0,0,0,0,0,0,0,0
"106",69303,28,"Kimbrough","Nate","JR","WR",0,0,0,0,0,0,0,0,56,0,5
"108",1000102,28,"McGaha","Chris","SO","WR",3,1,0,0,0,0,0,0,830,1,61
"109",69369,28,"Miller","Brent","SR","TE",0,0,0,0,0,0,0,0,211,1,22
"110",1000123,28,"Nance","Dimitri","SO","RB",133,500,7,0,0,0,0,0,120,0,13
"111",69370,28,"Pettes","Andrew","JR","TE",0,0,0,0,0,0,0,0,5,1,1
"112",1015021,28,"Ptacek","Cole","FR","RB",2,0,0,0,0,0,0,0,0,0,0
"114",1000137,28,"Smith","Brandon","SO","WR",0,0,0,0,0,0,0,0,0,0,0
"116",1000106,28,"Sullivan","Danny","SO","QB",3,-5,0,29,212,2,1,19,0,0,0
"118",1008030,28,"Taylor","Kerry","FR","WR",0,0,0,0,0,0,0,0,53,1,8
"119",69363,28,"Thompson","Tyrice","SR","WR",0,0,0,0,0,0,0,0,272,1,15
"120",1000108,28,"Torain","Ryan","SR","RB",110,553,5,0,0,0,0,0,100,2,7
"121",1000135,28,"Williams","Jovon","SO","TE",0,0,0,0,0,0,0,0,11,0,1
"122",1000129,28,"Williams","Kyle","SO","WR",6,15,0,0,0,0,0,0,360,6,29
"123",1008022,28,"Woods","Jarrell","SO","RB",3,20,1,0,0,0,0,0,0,0,0
"125",1008072,29,"Barkum","Derick","JR","WR",0,0,0,0,0,0,0,0,7,0,2
"131",1000149,29,"Dean","Delashaun","FR","WR",0,0,0,0,0,0,0,0,418,1,37
"132",72728,29,"Dennard","B.J.","JR","WR",0,0,0,0,0,0,0,0,38,0,5
"133",1008056,29,"Grigsby","Nicholas","FR","RB",161,704,2,0,0,0,0,0,200,2,35
"134",1008064,29,"Gronkowski","Rob","FR","TE",0,0,0,0,0,0,0,0,525,6,28
"135",58391,29,"Heavner","Kris","SR","QB",1,-28,0,6,19,0,0,5,0,0,0
"136",1000155,29,"Jennings","Chris","SR","RB",53,156,1,0,0,0,0,0,237,1,27
"137",58394,29,"Johnson","Anthony","SR","WR",2,1,0,0,0,0,0,0,410,1,35
"139",1000144,29,"Lyon","Tyler","FR","QB",0,0,0,0,0,0,0,0,0,0,0
"142",1000143,29,"Reese","Terrell","FR","WR",0,0,0,0,0,0,0,0,202,0,20
"148",1000180,29,"Simmons","A.J.","FR","TE",0,0,0,0,0,0,0,0,3,1,1
"149",81704,29,"Smith","Xavier","SO","RB",26,107,0,0,0,0,0,0,6,0,1
"150",81696,29,"Thomas","Mike","JR","WR",10,173,1,0,0,0,0,0,1021,11,82
"151",81695,29,"Tuitama","Willie","JR","QB",54,-163,3,525,3682,28,12,327,0,0,0
"152",1000179,29,"Turner","Terrell","SO","WR",0,0,0,0,0,0,0,0,575,4,50
"154",1008054,29,"Wright","William","FR","WR",0,0,0,0,0,0,0,0,11,0,1
"155",81726,30,"Arnold","Reggie","SO","RB",163,1060,9,0,0,0,0,0,52,1,4
"157",1008080,30,"Brown","Preston","FR","RB",54,298,1,0,0,0,0,0,192,1,20
"158",1008088,30,"Catlin","Vernon","JR","TE",0,0,0,0,0,0,0,0,72,2,3
"159",63221,30,"Dejohnette","Levi","SR","WR",0,0,0,0,0,0,0,0,701,2,61
"160",81729,30,"Easley","Chris","SR","RB",6,44,0,0,0,0,0,0,0,0,0
"161",1000187,30,"Gillott","Trevor","SO","TE",0,0,0,0,0,0,0,0,183,0,20
"164",72763,30,"Hewitt","Travis","JR","QB",20,17,0,38,211,0,1,23,0,0,0
"166",81734,30,"Johnson","David","JR","TE",0,0,0,0,0,0,0,0,204,3,10
"167",72787,30,"Jones","Kevin","JR","WR",0,0,0,0,0,0,0,0,236,0,18
"168",81737,30,"Jordan","J.T.","SO","TE",0,0,0,0,0,0,0,0,27,1,3
"172",81742,30,"Leonard","Corey","SO","QB",171,547,5,349,2235,16,15,182,0,0,0
"173",72788,30,"Miller","Chris","SR","WR",0,0,0,0,0,0,0,0,102,3,9
"177",72789,30,"Smith","Joe","SR","WR",0,0,0,0,0,0,0,0,153,0,9
"178",1007616,30,"Thompkins","Brandon","SO","WR",6,-4,1,0,0,0,0,0,503,1,41
"181",81761,30,"Wilkerson","Cedric","SO","RB",35,143,0,0,0,0,0,0,18,1,5
"184",1000226,31,"Davie","Andrew","SO","TE",0,0,0,0,0,0,0,0,115,3,14
"185",87297,31,"Dick","Casey","JR","QB",11,-77,0,262,1695,18,10,150,0,0,0
"187",1000195,31,"Emert","Nathan","JR","QB",4,-25,0,37,288,2,1,21,0,0,0
"192",72849,31,"Thompson","Lance","JR","TE",0,0,0,0,0,0,0,0,0,0,0
"194",1008123,31,"Williams","D.J.","FR","TE",0,0,0,0,0,0,0,0,94,0,5
"196",64606,37,"Bennett","Cole","SR","TE",0,0,0,0,0,0,0,0,108,0,11
"197",81772,37,"Billings","Montez","SO","WR",0,0,0,0,0,0,0,0,321,1,28
"198",1008146,37,"Burns","Kodi","FR","QB",54,203,3,26,145,2,1,10,0,0,0
"201",1000235,37,"Caudle","Neil","FR","QB",1,8,0,3,0,0,1,0,0,0,0
"203",45641,37,"Cox","Brandon","SR","QB",47,-96,2,316,2080,9,13,188,0,0,0
"204",1000267,37,"Cubelic","John","FR","WR",0,0,0,0,0,0,0,0,0,0,0
"205",72870,37,"Davis","Tristan","JR","RB",0,0,0,0,0,0,0,0,0,0,0
"207",81776,37,"Dunn","Robert","JR","WR",2,-2,0,0,0,0,0,0,211,2,19
"209",1000236,37,"Fannin","Mario","FR","RB",84,448,5,0,0,0,0,0,176,2,18
"210",72872,37,"Field","Blake","JR","QB",0,0,0,11,92,1,0,6,0,0,0
"212",1000234,37,"Hawthorne","Tim","FR","WR",0,0,0,0,0,0,0,0,47,0,4
"213",72883,37,"Lester","Brad","JR","RB",125,530,3,0,0,0,0,0,82,0,10
"214",81789,37,"McKenzie","Gabe","SO","TE",0,0,0,0,0,0,0,0,117,2,13
"218",81792,37,"Rodriguez","Prechae","SR","WR",0,0,0,0,0,0,0,0,122,0,11
"220",1008149,37,"Slaughter","Chris","FR","WR",0,0,0,0,0,0,0,0,19,0,3
"221",81794,37,"Smith","Rodgeriqus","JR","WR",0,0,0,0,0,0,0,0,705,5,52
"222",64624,37,"Stewart","Carl","SR","RB",20,49,2,0,0,0,0,0,214,0,14
"223",72893,37,"Swinton","James","JR","WR",0,0,0,0,0,0,0,0,16,0,1
"224",1000245,37,"Tate","Ben","SO","RB",202,903,8,0,0,0,0,0,144,0,16
"225",81796,37,"Trott","Tommy","SO","TE",0,0,0,0,0,0,0,0,35,0,4
"230",1000278,47,"Bryant","Will","FR","WR",0,0,0,0,0,0,0,0,25,0,2
"232",1000275,47,"Davis","Nate","SO","QB",78,235,5,478,3667,30,6,270,9,0,1
"233",69950,47,"Dunford","Dan","SR","WR",0,0,0,0,0,0,0,0,128,0,11
"234",1008188,47,"Edmonds","Frank","FR","RB",140,531,6,0,0,0,0,0,106,0,13
"235",1000300,47,"Everett","Joe","FR","WR",0,0,0,0,0,0,0,0,155,2,9
"237",84298,47,"Grant","Madaris","SO","TE",0,0,0,0,0,0,0,0,119,1,12
"239",69937,47,"Hill","Darius","JR","TE",0,0,0,0,0,0,0,0,926,11,65
"240",1008200,47,"Ifft","Daniel","FR","WR",0,0,0,0,0,0,0,0,83,1,9
"241",69954,47,"Johnson","Louis","JR","WR",0,0,0,0,0,0,0,0,422,3,17
"242",87143,47,"Justice","Tanner","SO","QB",2,8,1,4,37,0,0,3,0,0,0
"246",84303,47,"Love","Dante","JR","WR",35,192,1,1,0,0,0,0,1398,10,100
"251",1000302,47,"Trempe","Myles","FR","WR",0,0,0,0,0,0,0,0,41,0,4
"253",1008195,47,"Winkler","Ray","FR","RB",9,23,0,0,0,0,0,0,18,1,4
"255",1000349,51,"Akers","Justin","SO","WR",0,0,0,0,0,0,0,0,405,4,41
"257",84377,51,"Baker","Mikail","JR","WR",0,0,0,0,0,0,0,0,87,0,6
"258",1000308,51,"Beatty","Tyler","FR","QB",1,-8,0,18,33,0,2,5,0,0,0
"259",1000314,51,"Bennett","Joe","JR","WR",0,0,0,0,0,0,0,0,18,0,1
"260",1008254,51,"Buerck","Krys","FR","WR",2,6,0,0,0,0,0,0,289,2,24
"261",1000350,51,"Fenty","Justin","SO","WR",1,5,0,0,0,0,0,0,154,0,18
"262",1000323,51,"Finley","Jay","FR","RB",55,207,2,0,0,0,0,0,164,1,18
"263",1000326,51,"Gettis","David","SO","WR",0,0,0,0,0,0,0,0,407,0,31
"266",84361,51,"Jones","Jacoby","JR","RB",49,192,0,0,0,0,0,0,63,1,12
"267",1008223,51,"La Mar","Luke","FR","WR",1,-10,0,0,0,0,0,0,12,0,2
"268",82970,51,"Machen","Michael","SR","QB",6,-33,0,59,323,1,6,30,0,0,0
"269",1008253,51,"Mitchell","Kyle","SO","WR",0,0,0,0,0,0,0,0,19,0,3
"270",1008225,51,"Newton","Eddy","JR","WR",0,0,0,0,0,0,0,0,37,0,3
"272",1000310,51,"Roberts","Ryan","JR","QB",3,-9,0,7,28,0,0,3,0,0,0
"273",1000309,51,"Smith","Ernest","SO","WR",0,0,0,0,0,0,0,0,247,1,21
"277",84356,51,"Szymanski","Blake","SO","QB",61,98,1,460,2844,22,18,263,0,0,0
"278",1000313,51,"Taylor","Brad","FR","WR",0,0,0,0,0,0,0,0,465,2,35
"279",1008227,51,"Weed","John David","JR","QB",7,17,0,16,53,0,1,7,0,0,0
"280",84358,51,"Whitaker","Brandon","SR","RB",102,488,2,0,0,0,0,0,425,3,58
"281",84354,51,"White","Thomas","JR","WR",3,17,0,0,0,0,0,0,475,8,34
"284",1000364,66,"Avery","Jeremy","FR","RB",103,672,8,0,0,0,0,0,153,2,14
"285",84449,66,"Bissell","Tanyon","JR","WR",6,19,0,3,33,1,0,1,46,0,4
"286",61204,66,"Blaser","Sherm","SR","TE",0,0,0,0,0,0,0,0,126,2,9
"287",84434,66,"Brockel","Richie","SO","TE",1,2,0,0,0,0,0,0,104,4,12
"288",84448,66,"Childs","Jeremy","SO","WR",0,0,0,0,0,0,0,0,1045,9,82
"289",1008285,66,"Choate","Michael","SO","WR",0,0,0,0,0,0,0,0,10,0,2
"291",1008294,66,"Coughlin","Mike","FR","QB",4,2,0,14,95,1,1,6,0,0,0
"293",76420,66,"Franklin","Toshi","JR","WR",0,0,0,0,0,0,0,0,73,0,7
"295",1000379,66,"Gallarda","Tommy","FR","TE",0,0,0,0,0,0,0,0,19,0,3
"296",76423,66,"Hamdan","Bush","JR","QB",2,-8,0,6,98,2,0,4,0,0,0
"297",1008279,66,"Harper","D.J.","FR","RB",87,376,6,0,0,0,0,0,13,0,3
"298",76424,66,"Hawkins","Julian","JR","WR",0,0,0,0,0,0,0,0,208,0,23
"299",1000365,66,"Hodge","Jarvis","FR","RB",22,135,1,0,0,0,0,0,0,0,0
"300",76426,66,"Johnson","Ian","JR","RB",207,1041,16,0,0,0,0,0,312,1,25
"301",84427,66,"Lomax","Nick","SO","QB",2,9,0,13,76,0,0,6,0,0,0
"302",1008272,66,"Martin","Doug","FR","RB",0,0,0,0,0,0,0,0,0,0,0
"304",76432,66,"O'Neill","Chris","JR","TE",0,0,0,0,0,0,0,0,123,1,11
"305",84430,66,"Perretta","Vinny","JR","WR",5,30,1,0,0,0,0,0,120,0,9
"306",1008301,66,"Pettis","Austin","FR","WR",0,0,0,0,0,0,0,0,465,6,46
"307",61227,66,"Putnam","Ryan","SR","TE",0,0,0,0,0,0,0,0,142,4,10
"309",1008276,66,"Silsby","Andy","FR","RB",0,0,0,0,0,0,0,0,0,0,0
"310",1000366,66,"Surratt","Evan","SO","WR",0,0,0,0,0,0,0,0,44,0,2
"311",61195,66,"Tharp","Taylor","SR","QB",62,68,1,423,3340,30,11,289,0,0,0
"312",1008283,66,"Young","Titus","FR","WR",13,66,2,0,0,0,0,0,639,5,44
"315",69990,67,"Brooks","A.J.","JR","RB",25,79,0,0,0,0,0,0,38,0,4
"316",57728,67,"Callender","Andre","SR","RB",218,989,9,0,0,0,0,0,720,4,76
"317",57729,67,"Challenger","Kevin","SR","WR",1,2,0,0,0,0,0,0,551,5,45
"318",69991,67,"Crane","Chris","JR","QB",1,-4,0,4,28,0,0,2,0,0,0
"321",1000383,67,"Flutie","Billy","FR","QB",1,-4,0,1,0,0,0,0,26,0,3
"322",84458,67,"Gunnell","Rich","SO","WR",0,0,0,0,0,0,0,0,931,7,64
"323",1000405,67,"Jarvis","Justin","SO","WR",0,0,0,0,0,0,0,0,276,2,19
"327",84460,67,"Loyte","Jon","SR","TE",0,0,0,0,0,0,0,0,135,1,13
"330",84465,67,"Megwa","Clarence","SO","WR",0,0,0,0,0,0,0,0,353,2,30
"331",1008315,67,"Momah","Ifeanyi","FR","WR",0,0,0,0,0,0,0,0,13,0,1
"332",69979,67,"Purvis","Ryan","JR","TE",0,0,0,0,0,0,0,0,553,4,54
"333",69982,67,"Robinson","Brandon","JR","WR",0,0,0,0,0,0,0,0,793,5,56
"334",57746,67,"Ryan","Matt","SR","QB",68,2,2,654,4507,31,19,388,1,0,1
"336",1000401,67,"Smith","Jeff","SO","RB",0,0,0,0,0,0,0,0,0,0,0
"338",57748,67,"Thompson","Ryan","SR","TE",0,0,0,0,0,0,0,0,31,0,6
"339",57751,67,"Whitworth","L.V.","SR","RB",84,362,3,0,0,0,0,0,101,1,16
"341",84644,71,"Barnes","Freddie","SO","WR",3,11,0,2,0,0,1,0,962,9,82
"342",1000456,71,"Brighton","Derek","FR","WR",0,0,0,1,6,0,0,1,97,0,10
"344",1000428,71,"Bullock","Chris","SO","RB",64,281,0,0,0,0,0,0,29,0,4
"345",1000458,71,"Charles","Zach","SO","WR",0,0,0,0,0,0,0,0,102,0,10
"346",74105,71,"Cheathem","Keston","JR","WR",0,0,0,0,0,0,0,0,32,0,2
"348",1008339,71,"Geter","Willie","FR","RB",71,432,1,0,0,0,0,0,296,0,37
"349",1000417,71,"Glaud","Anthony","FR","QB",15,20,0,36,266,2,2,23,0,0,0
"353",1008354,71,"Kelley","Jermiah","JR","WR",0,0,0,0,0,0,0,0,219,3,12
"355",59571,71,"Macon","Dan","SR","RB",36,162,2,0,0,0,0,0,100,1,7
"356",84651,71,"Parks","Marques","JR","WR",0,0,0,0,0,0,0,0,360,5,28
"357",84647,71,"Partridge","Corey","JR","WR",2,9,0,1,24,1,0,1,453,2,46
"358",1000455,71,"Pronty","Tyrone","SO","WR",0,0,0,0,0,0,0,0,165,2,19
"359",1008335,71,"Ransom","Eric","JR","RB",9,46,0,0,0,0,0,0,117,1,9
"361",1000461,71,"Scheidler","Jimmy","SO","TE",0,0,0,0,0,0,0,0,-4,0,1
"362",1000414,71,"Sheehan","Tyler","SO","QB",93,148,3,476,3264,23,11,303,49,2,2
"363",76460,71,"Turner","Anthony","JR","QB",106,519,9,5,65,3,0,4,185,1,22
"365",76457,71,"Waldron","Nate","JR","RB",0,0,0,0,0,0,0,0,0,0,0
"367",76458,71,"Winovich","Pete","SR","RB",4,10,0,0,0,0,0,0,93,0,15
"368",1000413,71,"Wright","Chris","SO","WR",0,0,0,0,0,0,0,0,370,3,26
"369",79664,77,"Allen","Matt","SR","WR",0,0,0,0,0,0,0,0,358,3,31
"371",70049,77,"Collie","Austin","SO","WR",1,10,0,1,0,0,0,0,946,7,56
"376",1008388,77,"Gaskins","Brenden","SO","QB",1,-1,0,4,31,0,1,2,0,0,0
"377",79743,77,"George","Andrew","SO","TE",0,0,0,0,0,0,0,0,200,0,17
"379",1000470,77,"Hall","Max","SO","QB",52,14,1,496,3848,26,12,298,0,0,0
"382",1008366,77,"Kozlowski","Tyler","FR","WR",0,0,0,0,0,0,0,0,0,0,0
"384",79695,77,"Latu","Wayne","SO","RB",12,35,0,0,0,0,0,0,0,0,0
"386",79654,77,"Mahuika","Bryce","JR","WR",0,0,0,0,0,0,0,0,12,0,1
"389",1008378,77,"McEuen","Kurt","FR","QB",0,0,0,0,0,0,0,0,0,0,0
"391",1008359,77,"Munns","Jason","FR","QB",0,0,0,0,0,0,0,0,0,0,0
"392",1000504,77,"Neeley","Ryan","JR","WR",0,0,0,0,0,0,0,0,0,0,0
"393",70102,77,"Pitta","Dennis","SO","TE",0,0,0,0,0,0,0,0,813,5,59
"394",79738,77,"Reed","Michael","JR","WR",0,0,0,0,0,0,0,0,449,4,41
"395",79686,77,"Semanoff","Joe","SR","RB",14,31,0,0,0,0,0,0,70,2,11
"398",79702,77,"So'oto","Vic","SO","TE",0,0,0,0,0,0,0,0,124,1,12
"399",1000479,77,"Taylor","Isaac","JR","RB",0,0,0,0,0,0,0,0,0,0,0
"401",79680,77,"Tonga","Manase","JR","RB",88,305,8,0,0,0,0,0,248,0,27
"402",1000485,77,"Unga","Harvey","FR","RB",244,1227,13,0,0,0,0,0,655,4,44
"403",64054,77,"Vakapuna","Fui","JR","RB",73,252,2,0,0,0,0,0,4,0,1
"404",1008365,77,"White","Reed","JR","WR",0,0,0,0,0,0,0,0,0,0,0
"405",78371,86,"Beggs","Brad","JR","WR",0,0,0,0,0,0,0,0,0,0,0
"406",57116,86,"Breaux","Terrance","SR","WR",0,0,0,0,0,0,0,0,26,0,2
"407",1000525,86,"Brey","Kyle","FR","TE",0,0,0,0,0,0,0,0,6,0,2
"408",1008434,86,"Connacher","Aaron","FR","TE",0,0,0,0,0,0,0,0,28,0,5
"410",1000537,86,"Hagg","Skyler","FR","WR",0,0,0,0,0,0,0,0,0,0,0
"411",78372,86,"Hamlin","Brett","SO","WR",1,10,0,1,28,0,0,1,415,1,38
"412",78346,86,"Henry","Mario","SO","RB",76,345,1,1,9,1,0,1,75,0,15
"414",78341,86,"Jackson","Ernest","JR","WR",1,-3,0,0,0,0,0,0,645,6,53
"415",1008433,86,"Jackson","Terrell","FR","WR",0,0,0,0,0,0,0,0,5,0,1
"417",68630,86,"Kisabeth","Bryan","JR","TE",0,0,0,0,0,0,0,0,0,0,0
"418",1004385,86,"Manka","Simon","SR","WR",0,0,0,0,0,0,0,0,0,0,0
"419",1000523,86,"McCune","Da'Von","SO","RB",3,8,0,0,0,0,0,0,0,0,0
"421",78342,86,"Pierre","Alex","SO","WR",0,0,0,0,0,0,0,0,0,0,0
"422",78369,86,"Rack","Jesse","SO","TE",0,0,0,0,0,0,0,0,191,1,15
"423",78334,86,"Rice","Gary","JR","WR",0,0,0,0,0,0,0,0,49,0,10
"425",1000517,86,"Roosevelt","Naaman","SO","QB",6,67,0,1,1,0,0,1,766,4,63
"427",78339,86,"Starks","James","SO","RB",251,1103,12,1,5,0,0,1,311,2,41
"428",1000520,86,"Thermilus","Brandon","FR","RB",23,85,3,0,0,0,0,0,65,0,8
"429",78338,86,"Willy","Drew","JR","QB",60,-44,2,377,2572,15,6,258,-17,0,1
"432",1000542,96,"Ajirotutu","Seyi","SO","WR",0,0,0,0,0,0,0,0,453,0,28
"433",70203,96,"Brandstater","Tom","JR","QB",48,118,3,337,2654,15,5,211,0,0,0
"434",1000541,96,"Colburn","Ryan","FR","QB",1,2,0,5,58,0,0,4,0,0,0
"435",1000540,96,"Crawley","Jason","SO","WR",1,8,0,0,0,0,0,0,199,1,22
"437",1000545,96,"Duffy","Kyle","FR","RB",4,4,0,0,0,0,0,0,0,0,0
"439",1000583,96,"Hamler","Jamel","FR","WR",0,0,0,0,0,0,0,0,80,0,5
"440",1000546,96,"Harding","Anthony","FR","RB",92,334,3,0,0,0,0,0,22,1,4
"441",1000563,96,"Harding","Will","SR","RB",22,115,1,0,0,0,0,0,0,0,0
"443",1008441,96,"Lang","Tim","FR","WR",9,34,0,0,0,0,0,0,82,0,5
"444",70210,96,"Lubinsky","Drew","JR","TE",0,0,0,0,0,0,0,0,3,1,1
"445",1008444,96,"Mathews","Ryan","FR","RB",145,866,14,0,0,0,0,0,0,0,0
"446",1008450,96,"McCree","Sonny","FR","TE",0,0,0,0,0,0,0,0,0,0,0
"447",1000556,96,"Miller","Lonyae","SO","RB",132,609,7,0,0,0,0,0,23,0,2
"448",1000568,96,"Moore","Marlon","SO","WR",5,31,1,0,0,0,0,0,694,5,48
"449",1000584,96,"Newborne","Darren","SO","WR",0,0,0,0,0,0,0,0,23,0,3
"450",70217,96,"Pascoe","Bear","JR","TE",0,0,0,0,0,0,0,0,553,4,45
"453",70221,96,"Smith","Clifton","SR","RB",100,625,5,1,0,0,0,0,352,0,33
"455",57962,96,"Tapia","Jesus","SR","TE",0,0,0,0,0,0,0,0,24,0,3
"458",1008443,96,"Wylie","Devon","FR","WR",2,-1,0,0,0,0,0,0,44,0,1
"460",70242,107,"Arthur","Julian","SR","TE",0,0,0,0,0,0,0,0,25,0,3
"461",1008485,107,"Best","Jahvid","FR","RB",28,213,2,0,0,0,0,0,74,1,13
"464",70256,107,"Cunningham","LaReylle","JR","WR",0,0,0,0,0,0,0,0,33,0,4
"470",79900,107,"Hawkins","Lavelle","SR","WR",7,60,0,0,0,0,0,0,858,6,72
"471",79903,107,"Jackson","DeSean","JR","WR",11,132,1,0,0,0,0,0,762,6,65
"472",70232,107,"Jordan","Robert","SR","WR",2,12,0,0,0,0,0,0,689,3,47
"475",70231,107,"Longshore","Nate","JR","QB",19,-44,1,384,2566,16,13,230,0,0,0
"477",1000595,107,"Montgomery","James","FR","RB",36,171,2,0,0,0,0,0,48,1,4
