"","Player.Code","Team.Code","Last.Name","First.Name","Class","Position","Rush.Att","Rush.Yard","Rush.TD","Pass.Att","Pass.Yard","Pass.TD","Pass.Int","Pass.Comp","Rec.Yards","Rec.TD","Rec"
"60",1030843,8,"Sims","Blake","SO","RB",30,187,2,10,77,0,0,5,0,0,0
"61",1030879,8,"Vogler","Brian","SO","TE",0,0,0,0,0,0,0,0,21,0,2
"62",1030844,8,"White","DeAndrew","SO","WR",0,0,0,0,0,0,0,0,105,2,8
"64",1015265,8,"Williams","Michael","SR","TE",0,0,0,0,0,0,0,0,183,4,24
"66",1038409,8,"Woodson Jr.","Danny","FR","WR",0,0,0,0,0,0,0,0,9,0,1
"67",1046166,8,"Yeldon","T.J.","FR","RB",175,1108,12,0,0,0,0,0,131,1,11
"68",1015272,9,"Accursio","Sam","SR","TE",0,0,0,0,0,0,0,0,88,2,11
"69",1022918,9,"Adams","Nick","SR","WR",0,0,0,0,0,0,0,0,656,2,45
"70",1038473,9,"Backman","Kennard","SO","TE",0,0,0,0,0,0,0,0,235,4,23
"71",1022941,9,"Bento","Joe","SR","QB",0,0,0,1,0,0,0,0,0,0,0
"72",1038435,9,"Brown","Austin","FR","QB",62,-237,0,355,2673,15,12,205,0,0,0
"75",1038447,9,"Coles","Bashr","FR","RB",39,262,1,0,0,0,0,0,76,0,4
"78",1030903,9,"Davis","Jay","SO","WR",0,0,0,0,0,0,0,0,277,2,23
"79",1030886,9,"Franklin","Greg","JR","RB",36,180,2,0,0,0,0,0,190,2,12
"81",1022920,9,"Hearn","Patrick","SR","WR",0,0,0,0,0,0,0,0,628,3,42
"82",1022951,9,"Herring","Stephen","JR","WR",0,0,0,0,0,0,0,0,31,0,3
"85",1016361,9,"Jackson","Dontavius","SR","RB",21,44,1,0,0,0,0,0,0,0,0
"90",1030900,9,"Nelson","Jamarcus","SO","WR",1,0,0,0,0,0,0,0,414,4,22
"93",1022919,9,"Perry","Jonathan","JR","QB",36,61,2,122,1033,6,1,74,0,0,0
"96",1038448,9,"Reaves","Darrin","SO","RB",215,1037,13,0,0,0,0,0,302,1,41
"100",1030882,9,"Williams","Jackie","JR","WR",0,0,0,0,0,0,0,0,799,1,52
"103",1046236,28,"Agwuenu","Alonzo","JR","WR",0,0,0,0,0,0,0,0,115,1,11
"109",1022984,28,"Coyle","Chris","JR","TE",0,0,0,0,0,0,0,0,696,5,57
"110",1046232,28,"Davis","Terrell","FR","RB",0,0,0,0,0,0,0,0,0,0,0
"111",1038487,28,"Eubank","Michael","FR","QB",63,223,4,53,330,4,3,34,0,0,0
"113",1046244,28,"Foster","D.J.","FR","RB",102,493,2,0,0,0,0,0,533,4,38
"115",1046223,28,"Grice","Marion","JR","RB",103,679,11,0,0,0,0,0,425,8,41
"116",1022981,28,"Holliday","J.J.","JR","WR",0,0,0,0,0,0,0,0,14,0,1
"118",1030911,28,"Kelly","Taylor","SO","QB",133,520,1,360,3040,29,9,241,0,0,0
"121",1030916,28,"Lewis","Deantre","SO","RB",11,39,0,0,0,0,0,0,0,0,0
"122",1022962,28,"Marshall","Cameron","SR","RB",137,578,9,0,0,0,0,0,100,1,13
"124",1030934,28,"Middlebrooks","Kyle","JR","WR",1,-1,0,0,0,0,0,0,6,0,1
"125",1022965,28,"Miles","Jamal","SR","WR",15,67,0,0,0,0,0,0,373,0,37
"126",1015327,28,"Morrison","James","SR","RB",15,57,0,0,0,0,0,0,2,0,1
"127",1030940,28,"Ozier","Kevin","JR","WR",0,0,0,0,0,0,0,0,324,5,21
"128",1015357,28,"Pickens","A.J.","SR","WR",1,0,0,0,0,0,0,0,0,0,0
"130",1030919,28,"Robinson","R.J.","JR","RB",2,20,0,0,0,0,0,0,0,0,0
"131",1046226,28,"Rogers","Darwin","JR","TE",0,0,0,0,0,0,0,0,31,1,3
"132",1038484,28,"Ross","Rashad","SR","WR",1,3,0,0,0,0,0,0,610,6,37
"134",1046231,28,"Smith","Richard","FR","WR",5,29,0,0,0,0,0,0,141,2,14
"135",1030915,28,"Washington","Marcus","SO","RB",0,0,0,0,0,0,0,0,0,0,0
"136",1046225,28,"Woods","Ryan","JR","QB",0,0,0,0,0,0,0,0,0,0,0
"140",1038534,29,"Baker","Jared","FR","RB",20,85,1,0,0,0,0,0,0,0,0
"142",1018658,29,"Buckner","Dan","SR","WR",0,0,0,0,0,0,0,0,773,5,61
"143",1022994,29,"Butler","Kylan","JR","RB",2,14,0,0,0,0,0,0,0,0,0
"145",1038520,29,"Carey","Ka'Deem","SO","RB",303,1929,23,0,0,0,0,0,303,1,36
"146",1038545,29,"Cooper","Michael","SO","TE",0,0,0,0,0,0,0,0,0,0,0
"147",1046286,29,"Denker","B.J.","JR","QB",21,74,1,37,259,3,1,25,0,0,0
"148",1038533,29,"Ermisch","Trevor","SO","WR",0,0,0,0,0,0,0,0,0,0,0
"151",1030958,29,"Hill","Austin","SO","WR",0,0,0,0,0,0,0,0,1364,11,81
"153",1038522,29,"Jackson","Johnny","FR","WR",0,0,0,0,0,0,0,0,187,1,25
"154",1022997,29,"Jenkins","Daniel","JR","RB",67,293,2,0,0,0,0,0,30,0,4
"157",1023020,29,"Miller","Terrence","SR","TE",0,0,0,0,0,0,0,0,143,2,13
"158",1022991,29,"Morrison","Richard","JR","WR",5,13,0,0,0,0,0,0,171,2,23
"160",1038544,29,"Richards","David","FR","WR",0,0,0,0,0,0,0,0,298,3,29
"161",1038546,29,"Robinson","Drew","SR","TE",0,0,0,0,0,0,0,0,0,0,0
"162",1015374,29,"Scott","Matt","SR","QB",113,506,6,499,3620,27,14,301,0,0,0
"163",1030949,29,"Slavin","Tyler","SO","WR",0,0,0,0,0,0,0,0,210,1,21
"165",1038529,29,"Taylor","Elliot","JR","RB",8,42,0,0,0,0,0,0,0,0,0
"167",1030952,29,"Wharton","Garic","SO","WR",1,19,0,0,0,0,0,0,278,2,20
"168",1038525,29,"Willet","Sean","JR","WR",0,0,0,0,0,0,0,0,48,1,2
"169",1015405,30,"Aplin","Ryan","SR","QB",104,438,6,405,3323,24,4,275,0,0,0
"172",1023026,30,"Butterfield","Phillip","JR","QB",0,0,0,1,0,0,0,0,0,0,0
"173",1038555,30,"Coleman","Kyle","SO","WR",0,0,0,0,0,0,0,0,0,0,0
"174",1038564,30,"Collins","Kelsey","SO","WR",1,0,0,0,0,0,0,0,0,0,0
"176",1038554,30,"Davis","Zach","FR","QB",1,2,0,0,0,0,0,0,0,0,0
"177",1031003,30,"Fleming","R.J.","JR","WR",1,1,0,0,0,0,0,0,113,0,9
"179",1046304,30,"Gordon","Michael","FR","RB",7,45,0,0,0,0,0,0,7,0,1
"180",1038559,30,"Griswold","Darion","FR","TE",0,0,0,0,0,0,0,0,172,0,10
"183",1030998,30,"Jackson","Frankie","SO","RB",68,315,4,0,0,0,0,0,61,0,5
"184",1022767,30,"Jarboe","Josh","SR","WR",6,12,0,0,0,0,0,0,570,4,50
"185",1023047,30,"Jones","Julian","JR","WR",0,0,0,0,0,0,0,0,394,7,13
"186",1046323,30,"Keaton","Derek","FR","WR",0,0,0,0,0,0,0,0,33,0,1
"187",1046295,30,"Knighten","Fredi","FR","QB",16,96,0,5,44,1,1,3,0,0,0
"192",1023029,30,"McCants","Carlos","JR","WR",0,0,0,0,0,0,0,0,168,1,8
"193",1038560,30,"McKissic","J.D.","FR","WR",2,13,0,0,0,0,0,0,1022,5,103
"194",1015420,30,"Murry","Kedric","SR","TE",0,0,0,0,0,0,0,0,28,3,4
"195",1015412,30,"Muse","Allen","SR","WR",0,0,0,0,0,0,0,0,7,0,1
"196",1026253,30,"Oku","David","JR","RB",243,1080,16,0,0,0,0,0,159,1,20
"201",1037769,30,"Smith","Rod","SO","RB",13,104,1,0,0,0,0,0,0,0,0
"204",1015411,30,"Stockemer","Taylor","SR","WR",0,0,0,0,0,0,0,0,483,3,31
"205",1030988,30,"Thornton","Sirgregory","JR","RB",9,76,1,0,0,0,0,0,0,0,0
"206",1038596,31,"Allen","Brandon","FR","QB",8,-3,0,49,186,1,3,21,0,0,0
"209",1046351,31,"Cowan","D'Arthur","FR","WR",0,0,0,0,0,0,0,0,14,0,3
"212",1023085,31,"Davis","Knile","JR","RB",112,377,2,0,0,0,0,0,157,1,11
"213",1046360,31,"Dean","Demetrius","FR","TE",0,0,0,0,0,0,0,0,0,0,0
"215",1015457,31,"Gragg","Chris","SR","TE",0,0,0,0,0,0,0,0,289,3,22
"216",1023058,31,"Hamilton","Cobi","SR","WR",0,0,0,0,0,0,0,0,1335,5,90
"217",1046343,31,"Hatcher","Keon","FR","WR",0,0,0,0,0,0,0,0,21,1,3
"219",1031021,31,"Herndon","Javontee","JR","WR",0,0,0,0,0,0,0,0,304,3,21
"220",1046332,31,"Holmes","Nate","FR","RB",3,10,0,0,0,0,0,0,0,0,0
"221",1031022,31,"Horton","Julian","JR","WR",0,0,0,0,0,0,0,0,193,2,14
"222",1015445,31,"Johnson","Dennis","SR","RB",137,757,8,0,0,0,0,0,160,2,25
"224",1046358,31,"McKay","Mekale","FR","WR",0,0,0,0,0,0,0,0,317,2,21
"225",1038597,31,"Minor","Keante","SO","WR",0,0,0,0,0,0,0,0,0,0,0
"226",1023061,31,"Mitchell","Brandon","JR","QB",6,18,0,8,45,1,0,2,272,0,17
"229",1023092,31,"Tate","Austin","JR","TE",0,0,0,0,0,0,0,0,111,0,14
"232",1046345,31,"Voelzke","Alex","FR","TE",0,0,0,0,0,0,0,0,28,1,2
"233",1038604,31,"Walker","Kody","FR","RB",1,1,1,0,0,0,0,0,5,0,1
"235",1046342,31,"Williams","Jonathan","FR","RB",45,231,0,0,0,0,0,0,208,2,8
"236",1046357,31,"Wilson","Demetrius","JR","WR",0,0,0,0,0,0,0,0,117,1,9
"237",1015456,31,"Wilson","Tyler","SR","QB",41,7,0,401,3387,21,13,249,0,0,0
"238",1023063,31,"Wingo Jr.","Ronnie","SR","RB",12,59,1,0,0,0,0,0,50,0,7
"240",1023112,37,"Benton","DeAngelo","SR","WR",0,0,0,0,0,0,0,0,84,0,3
"241",1023138,37,"Blake","Emory","SR","WR",0,0,0,0,0,0,0,0,789,3,50
"242",1038642,37,"Blakely","Mike","FR","RB",33,153,0,0,0,0,0,0,0,0,0
"243",1038650,37,"Bray","Quan","SO","WR",2,-11,0,1,33,1,0,1,94,0,14
"246",1038638,37,"Coates","Sammie","FR","WR",0,0,0,0,0,0,0,0,114,2,6
"247",1038669,37,"Denson","Jaylon","SO","WR",0,0,0,0,0,0,0,0,12,0,1
"248",1038635,37,"Frazier","Kiehl","SO","QB",42,-35,0,116,753,2,8,62,33,1,1
"249",1038636,37,"Fulse","Brandon","SO","TE",0,0,0,0,0,0,0,0,8,0,1
"250",1030849,37,"Grant","Corey","SO","RB",9,29,0,0,0,0,0,0,0,0,0
"251",1038648,37,"Landrum","Chris","FR","TE",0,0,0,0,0,0,0,0,0,0,0
"253",1046402,37,"Louis","Ricardo","FR","WR",2,2,0,0,0,0,0,0,36,0,3
"254",1023122,37,"Lutzenkirchen","Philip","SR","TE",0,0,0,0,0,0,0,0,139,0,15
"256",1038641,37,"Mason","Tre","SO","RB",171,1002,8,0,0,0,0,0,86,0,7
"257",1023104,37,"McCalebb","Onterio","SR","RB",94,570,6,0,0,0,0,0,132,0,18
"259",1023098,37,"Moseley","Clint","JR","QB",17,-74,0,60,373,1,3,38,0,0,0
"263",1031061,37,"Reed","Trovon","SO","WR",0,0,0,0,0,0,0,0,122,1,9
"267",1023140,37,"Stallworth","Travante","SR","WR",0,0,0,0,0,0,0,0,65,0,6
"269",1038667,37,"Uzomah","C.J.","SO","WR",0,0,0,0,0,0,0,0,136,1,7
"270",1046365,37,"Wallace","Jonathan","FR","QB",51,152,0,80,720,4,4,46,0,0,0
"272",1038687,47,"Banks","Horactio","FR","RB",113,586,4,0,0,0,0,0,29,0,5
"273",1031107,47,"Belle","Shane","SO","WR",0,0,0,0,0,0,0,0,0,0,0
"275",1038688,47,"Curry","Dylan","FR","TE",0,0,0,0,0,0,0,0,51,0,3
"276",1023160,47,"Donigan","Dwayne","SR","RB",5,18,0,0,0,0,0,0,0,0,0
"277",1038686,47,"Edwards","Jahwan","SO","RB",232,1410,14,0,0,0,0,0,51,0,10
"278",1023175,47,"Fakes","Zane","JR","TE",0,0,0,0,0,0,0,0,461,5,57
"281",1046405,47,"Kamman","Kyle","FR","QB",3,-7,0,1,0,0,0,0,0,0,0
"282",1046411,47,"Mabon","KeVonn","FR","WR",0,0,0,0,0,0,0,0,335,2,23
"287",1015521,47,"Page","Kelly","SR","QB",16,87,1,29,178,3,0,16,0,0,0
"288",1046418,47,"Raby","Michael","FR","TE",0,0,0,0,0,0,0,0,0,0,0
"290",1023172,47,"Ryan","Connor","JR","WR",0,0,0,0,0,0,0,0,357,3,44
"292",1031129,47,"Schneider","David","JR","TE",0,0,0,0,0,0,0,0,23,0,5
"293",1038682,47,"Scott","Barrington","JR","RB",93,374,1,0,0,0,0,0,14,1,2
"295",1038702,47,"Shillings","Chris","SO","WR",0,0,0,0,0,0,0,0,51,0,4
"296",1023171,47,"Smith","Jamill","JR","WR",8,55,0,2,29,1,0,2,706,6,69
"297",1038681,47,"Snead","Willie","SO","WR",0,0,0,0,0,0,0,0,1148,9,89
"299",1031128,47,"Tomlinson","Jack","JR","WR",0,0,0,0,0,0,0,0,49,1,5
"301",1031106,47,"Wenning","Keith","JR","QB",56,105,3,460,3095,24,10,301,29,1,2
"302",1046412,47,"Williams","Jordan","FR","WR",1,4,0,0,0,0,0,0,0,0,0
"303",1026256,47,"Williams","Toney","JR","RB",9,44,1,0,0,0,0,0,0,0,0
"304",1038712,51,"Allen","B.J.","FR","RB",0,0,0,0,0,0,0,0,0,0,0
"306",1031170,51,"Butler","Rhett","SO","TE",0,0,0,0,0,0,0,0,0,0,0
"309",1023181,51,"Florence","Nick","SR","QB",139,568,10,464,4309,33,13,286,0,0,0
"311",1038716,51,"Fuller","Clay","SO","WR",0,0,0,0,0,0,0,0,39,0,3
"312",1031156,51,"Goodley","Antwan","SO","WR",4,26,0,0,0,0,0,0,171,2,17
"318",1023217,51,"Martin","Glasco","JR","RB",179,889,15,0,0,0,0,0,2,0,1
"319",1023190,51,"Monk","Jerod","SR","TE",0,0,0,0,0,0,0,0,11,0,1
"321",1031139,51,"Najvar","Jordan","JR","TE",1,1,1,0,0,0,0,0,80,2,10
"323",1031161,51,"Norwood","Levi","SO","WR",3,20,1,1,21,0,0,1,487,1,40
"325",1031136,51,"Petty","Bryce","SO","QB",10,13,1,10,97,1,0,7,0,0,0
"326",1031137,51,"Reese","Tevin","JR","WR",4,21,0,0,0,0,0,0,957,9,53
"330",1015540,51,"Salubi","Jarred","SR","RB",116,464,3,0,0,0,0,0,44,0,8
"331",1015539,51,"Sampson","Lanear","SR","WR",0,0,0,0,0,0,0,0,646,6,52
"333",1033520,51,"Seastrunk","Lache","SO","RB",131,1012,7,0,0,0,0,0,107,1,9
"335",1017084,51,"Stonum","Darryl","SR","WR",0,0,0,0,0,0,0,0,51,1,3
"336",1023191,51,"Valdez","Michael","SR","WR",0,0,0,0,0,0,0,0,0,0,0
"338",1015561,51,"Williams","Terrance","SR","WR",2,14,0,0,0,0,0,0,1832,12,97
"339",1038750,66,"Ajayi","Jay","FR","RB",82,548,4,0,0,0,0,0,14,0,1
"341",1023244,66,"Boldewijn","Geraldo","JR","WR",0,0,0,0,0,0,0,0,197,2,18
"342",1023229,66,"Burks","Aaron","JR","WR",0,0,0,0,0,0,0,0,319,1,17
"343",1038769,66,"Burroughs","Dallas","SO","WR",0,0,0,0,0,0,0,0,100,0,4
"344",1015568,66,"Burroughs","Mitch","SR","WR",2,26,0,0,0,0,0,0,124,0,12
"347",1046475,66,"Fields","Jack","FR","RB",43,135,0,0,0,0,0,0,0,0,0
"349",1008279,66,"Harper","D.J.","SR","RB",228,1137,15,0,0,0,0,0,163,1,23
"351",1031181,66,"Hedrick","Grant","SO","QB",19,32,3,16,116,0,0,12,20,0,1
"352",1031183,66,"Huff","Holden","FR","TE",0,0,0,0,0,0,0,0,250,4,17
"353",1015570,66,"Jackson","Tyler","SR","WR",0,0,0,0,0,0,0,0,3,0,1
"354",1015592,66,"Koch","Chandler","SR","TE",0,0,0,0,0,0,0,0,11,0,1
"356",1023247,66,"Linehan","Gabe","JR","TE",0,0,0,0,0,0,0,0,23,0,1
"357",1031188,66,"Miller","Matt","SO","WR",0,0,0,0,0,0,0,0,769,5,66
"358",1023232,66,"Moore","Kirby","JR","WR",0,0,0,1,0,0,0,0,368,1,36
"360",1046500,66,"Peters","Connor","SO","TE",0,0,0,0,0,0,0,0,0,0,0
"361",1046498,66,"Plinke","Hayden","FR","TE",0,0,0,0,0,0,0,0,20,0,2
"363",1015590,66,"Potter","Chris","SR","WR",7,23,1,5,55,1,0,3,347,4,34
"366",1023227,66,"Southwick","Joe","JR","QB",46,121,0,372,2730,19,7,248,6,0,1
"368",1046470,66,"Williams-Rhodes","Shane","FR","WR",21,97,2,0,0,0,0,0,142,1,25
"369",1022847,66,"Wright","Drew","SR","RB",18,67,0,0,0,0,0,0,0,0,0
"370",1031223,67,"Amidon","Alex","JR","WR",4,55,1,0,0,0,0,0,1210,7,78
"371",1031221,67,"Bordner","Josh","SO","QB",4,23,0,2,7,0,0,1,0,0,0
"372",1038791,67,"Bowen","Dave","FR","TE",0,0,0,0,0,0,0,0,0,0,0
"373",1023282,67,"Coleman","Johnathan","JR","WR",2,2,0,1,0,0,0,0,489,4,33
"375",1031226,67,"Cranmore","Shane","SO","QB",0,0,0,0,0,0,0,0,0,0,0
"376",1046505,67,"Crimmins","Dan","FR","TE",0,0,0,0,0,0,0,0,0,0,0
"379",1015604,67,"Elliott","Donte","SR","WR",0,0,0,0,0,0,0,0,51,0,4
"380",1038789,67,"Evans","Spiffy","SO","WR",1,-1,0,0,0,0,0,0,247,1,22
"381",1023268,67,"Finch","Rolandan","JR","RB",77,431,1,0,0,0,0,0,108,0,17
"384",1046510,67,"Jackson","Harrison","FR","WR",0,0,0,0,0,0,0,0,13,0,1
"387",1031193,67,"Kimble","Tahj","SO","RB",17,70,0,0,0,0,0,0,151,1,10
"389",1015626,67,"Larmond, Jr.","Colin","SR","WR",0,0,0,0,0,0,0,0,19,0,3
"394",1038794,67,"Miller","Brian","FR","TE",0,0,0,0,0,0,0,0,43,0,4
"395",1023284,67,"Naples","Mike","JR","TE",0,0,0,0,0,0,0,0,15,0,3
"396",1015623,67,"Pantale","Chris","SR","TE",0,0,0,0,0,0,0,0,189,2,21
"397",1031205,67,"Parsons","C.J.","SO","TE",0,0,0,0,0,0,0,0,34,0,7
"399",1031218,67,"Rettig","Chase","JR","QB",54,-169,0,467,3055,17,13,253,0,0,0
"403",1031225,67,"Swigert","Bobby","JR","WR",2,17,0,2,40,1,0,2,268,1,23
"404",1031198,67,"Williams","Andre","JR","RB",130,584,4,0,0,0,0,0,34,0,4
"406",1023317,71,"Bayer","Alex","JR","TE",0,0,0,0,0,0,0,0,410,3,36
"407",1031262,71,"Beck","Tyler","JR","TE",0,0,0,0,0,0,0,0,60,0,5
"412",1046534,71,"Givens","Andre","FR","RB",20,134,1,0,0,0,0,0,0,0,0
"413",1023314,71,"Hopgood","Jordan","JR","RB",9,74,0,1,53,1,0,1,49,0,5
"414",1038801,71,"Johnson","Matt","FR","QB",8,23,0,28,119,1,1,10,0,0,0
"416",1031238,71,"Martin","Jamel","SO","RB",39,205,0,0,0,0,0,0,19,0,3
"417",1031263,71,"Montgomery","Kendall","SO","TE",0,0,0,0,0,0,0,0,0,0,0
"418",1023290,71,"Pettigrew","John","SR","RB",128,562,6,0,0,0,0,0,71,0,8
"420",1031246,71,"Rolf","Clay","SO","TE",0,0,0,0,0,0,0,0,0,0,0
"421",1038819,71,"Samuel","Anthon","SO","RB",202,998,11,0,0,0,0,0,198,1,22
"422",1023287,71,"Schilz","Matt","JR","QB",32,-9,1,413,2585,14,12,228,-8,0,1
"424",1015685,77,"Alisa","Michael","JR","RB",58,222,1,0,0,0,0,0,23,0,6
"425",1031265,77,"Apo","Ross","SO","WR",0,0,0,0,0,0,0,0,311,1,31
"428",1031304,77,"Cutler","Dallin","JR","WR",0,0,0,0,0,0,0,0,0,0,0
"433",1023326,77,"Falslev","JD","JR","WR",18,109,0,0,0,0,0,0,274,2,37
"434",1023338,77,"Foote","David","SR","RB",42,198,0,0,0,0,0,0,122,1,12
"435",1008404,77,"Friel","Kaneakua","JR","TE",0,0,0,0,0,0,0,0,308,5,30
"436",1038840,77,"Henderson","Kurt","FR","WR",0,0,0,0,0,0,0,0,19,0,2
"437",1026171,77,"Hill","Taysom","FR","QB",55,336,4,71,425,4,2,42,0,0,0
"439",1023357,77,"Hoffman","Cody","JR","WR",0,0,0,0,0,0,0,0,1248,11,100
"440",1031306,77,"Holt","Austin","JR","TE",0,0,0,0,0,0,0,0,22,0,2
"443",1038860,77,"Kuresa","Alex","FR","QB",3,9,0,0,0,0,0,0,51,0,4
"445",1000477,77,"Lark","James","SR","QB",17,18,1,116,778,8,2,73,0,0,0
"446",1046571,77,"Lasike","Paul","SO","RB",33,129,2,0,0,0,0,0,25,0,1
"447",1031303,77,"Mahina","Devin","SO","TE",0,0,0,0,0,0,0,0,128,2,8
"448",1031302,77,"Mathews","Marcus","JR","TE",0,0,0,0,0,0,0,0,6,0,1
"449",1023330,77,"Mathews","Mitch","FR","WR",0,0,0,0,0,0,0,0,27,0,2
"450",1031277,77,"Mendenhall","Zed","SR","RB",2,3,1,0,0,0,0,0,15,0,3
"452",1004207,77,"Nelson","Riley","SR","QB",86,196,1,308,2011,13,13,181,0,0,0
"454",1015679,77,"Pritchard","Iona","SO","RB",13,39,0,0,0,0,0,0,0,0,0
"455",1038843,77,"Raymond","Cody","FR","WR",0,0,0,0,0,0,0,0,5,1,2
"456",1038863,77,"Reden","Stehly","FR","TE",0,0,0,0,0,0,0,0,7,0,1
"457",1038844,77,"Ridley","Skyler","JR","WR",0,0,0,0,0,0,0,0,206,1,20
"459",1023359,77,"Thompson","Brett","SO","WR",0,0,0,0,0,0,0,0,0,0,0
"461",1046566,77,"Williams","Jamaal","FR","RB",166,775,12,0,0,0,0,0,315,1,27
"462",1023337,77,"Wilson","Richard","JR","TE",0,0,0,0,0,0,0,0,102,0,7
"463",1046624,86,"Adjei","Natey","FR","WR",1,2,0,0,0,0,0,0,0,0,0
"464",1046602,86,"Campbell","Devin","FR","RB",115,502,2,0,0,0,0,0,176,1,21
"465",1038868,86,"Daniel","Tony","FR","QB",1,7,0,2,10,0,0,1,0,0,0
"467",1023370,86,"Dennison","Alex","JR","TE",7,18,2,3,82,1,0,3,64,0,6
"468",1031355,86,"Dixon","Cordero","SO","WR",0,0,0,0,0,0,0,0,96,0,10
"469",1031336,86,"Dunmore","John","SO","WR",0,0,0,0,0,0,0,0,106,0,10
"471",1023395,86,"Gordon","Jimmy","JR","TE",0,0,0,0,0,0,0,0,162,2,17
"474",1031356,86,"Hughes","Devon","SO","WR",2,3,0,0,0,0,0,0,228,1,23
"476",1031352,86,"Johnson","Rudy","SO","WR",0,0,0,0,0,0,0,0,182,0,16
"477",1023394,86,"Lee","Fred","JR","WR",2,5,0,0,0,0,0,0,261,1,17
"478",1038867,86,"Licata","Joe","FR","QB",28,-54,0,163,1045,7,3,86,0,0,0
"479",1046618,86,"McGill","Marcus","FR","WR",0,0,0,0,0,0,0,0,0,0,0
"481",1023375,86,"Murie","Brandon","JR","RB",56,221,2,0,0,0,0,0,54,1,1
"482",1023396,86,"Neutz","Alex","JR","WR",0,0,0,0,0,0,0,0,1015,11,65
"483",1023374,86,"Oliver","Branden","JR","RB",148,821,5,0,0,0,0,0,25,0,7
"484",1031330,86,"Potts","James","SO","RB",2,54,1,0,0,0,0,0,-1,0,1
"489",1038893,86,"Weiser","Matt","FR","TE",0,0,0,0,0,0,0,0,15,0,1
"490",1038892,86,"Willoughby","Ron","FR","WR",0,0,0,0,0,0,0,0,0,0,0
"491",1031332,86,"Zordich","Alex","JR","QB",100,501,1,208,1254,9,7,106,0,0,0
